strain	strain_link	taxa_link	class	environment	scientific_name
K-0585	https://norcca.scrol.net/strain/k-0585	https://norcca.scrol.net/species/chrysochromulina-cymbium	Prymnesiophyceae	Marine	Chrysochromulina cymbium
K-0587	https://norcca.scrol.net/strain/k-0587	https://norcca.scrol.net/species/dolichomastix-tenuilepis	Mamiellophyceae	Marine	Dolichomastix tenuilepis
K-0588	https://norcca.scrol.net/strain/k-0588	https://norcca.scrol.net/species/chrysochromulina-ahrengotii	Prymnesiophyceae	Marine	Chrysochromulina ahrengotii
K-0590	https://norcca.scrol.net/strain/k-0590	https://norcca.scrol.net/species/polarella-glacialis	Dinophyceae	Marine (sea ice)	Polarella glacialis
K-0591	https://norcca.scrol.net/strain/k-0591	https://norcca.scrol.net/species/dunaliella-tertiolecta	Chlorophyceae	Marine	Dunaliella tertiolecta
K-0591B	https://norcca.scrol.net/strain/k-0591b	https://norcca.scrol.net/species/dunaliella-tertiolecta	Chlorophyceae	Marine	Dunaliella tertiolecta
K-0592	https://norcca.scrol.net/strain/k-0592	https://norcca.scrol.net/species/oxyrrhis-marina	Oxyrrhidophyceae	Marine	Oxyrrhis marina
K-0594	https://norcca.scrol.net/strain/k-0594	https://norcca.scrol.net/species/prymnesium-parvum-f-patelliferum	Prymnesiophyceae	Marine	Prymnesium parvum f. patelliferum
K-0597	https://norcca.scrol.net/strain/k-0597	https://norcca.scrol.net/species/asterosiphon-dichotomus	Xanthophyceae	Freshwater	Asterosiphon dichotomus
K-0598	https://norcca.scrol.net/strain/k-0598	https://norcca.scrol.net/species/chrysochromulina-scutellum	Prymnesiophyceae	Marine	Chrysochromulina scutellum
K-0602	https://norcca.scrol.net/strain/k-0602	https://norcca.scrol.net/species/gymnodinium-nolleri	Dinophyceae	Marine	Gymnodinium nolleri
K-0603	https://norcca.scrol.net/strain/k-0603	https://norcca.scrol.net/species/pylaiella-littoralis	Phaeophyceae	Marine	Pylaiella littoralis
K-0605	https://norcca.scrol.net/strain/k-0605	https://norcca.scrol.net/species/pylaiella-littoralis	Phaeophyceae	Marine	Pylaiella littoralis
K-0606	https://norcca.scrol.net/strain/k-0606	https://norcca.scrol.net/species/pylaiella-littoralis	Phaeophyceae	Marine	Pylaiella littoralis
K-0607	https://norcca.scrol.net/strain/k-0607	https://norcca.scrol.net/species/pylaiella-littoralis	Phaeophyceae	Marine	Pylaiella littoralis
K-0618	https://norcca.scrol.net/strain/k-0618	https://norcca.scrol.net/species/prymnesium-polylepis	Prymnesiophyceae	Marine	Prymnesium polylepis
K-0620	https://norcca.scrol.net/strain/k-0620	https://norcca.scrol.net/species/nitzschia-navis-varingica	Bacillariophyceae	Marine, Shrimp-culture pond	Nitzschia navis-varingica
K-0623	https://norcca.scrol.net/strain/k-0623	https://norcca.scrol.net/species/prymnesium-parvum	Prymnesiophyceae	Marine	Prymnesium parvum
K-0624	https://norcca.scrol.net/strain/k-0624	https://norcca.scrol.net/species/dicrateria-sp	Prymnesiophyceae	Marine	Dicrateria sp.
K-0626	https://norcca.scrol.net/strain/k-0626	https://norcca.scrol.net/species/gymnodinium-nolleri	Dinophyceae	Marine	Gymnodinium nolleri
K-0627	https://norcca.scrol.net/strain/k-0627	https://norcca.scrol.net/species/rhodothamniella-floridula	Florideophyceae	Marine, Littoral epiphytic on Polysiphonia sp.	Rhodothamniella floridula
K-0628	https://norcca.scrol.net/strain/k-0628	https://norcca.scrol.net/species/pyramimonas-melkonianii	Pyramimonadophyceae	Marine	Pyramimonas melkonianii
K-0630	https://norcca.scrol.net/strain/k-0630	https://norcca.scrol.net/species/nephroselmis-rotunda	Nephroselmidophyceae	Marine	Nephroselmis rotunda
K-0631	https://norcca.scrol.net/strain/k-0631	https://norcca.scrol.net/species/vaucheria-bursata	Xanthophyceae	Freshwater	Vaucheria bursata
K-0633	https://norcca.scrol.net/strain/k-0633	https://norcca.scrol.net/species/isochrysis-sp	Prymnesiophyceae	Marine	Isochrysis sp.
K-0634	https://norcca.scrol.net/strain/k-0634	https://norcca.scrol.net/species/protoceratium-reticulatum	Dinophyceae	Marine	Protoceratium reticulatum
K-0637	https://norcca.scrol.net/strain/k-0637	https://norcca.scrol.net/species/fragilariopsis-nana	Bacillariophyceae	Marine, Sea Ice	Fragilariopsis nana
K-0640	https://norcca.scrol.net/strain/k-0640	https://norcca.scrol.net/species/prorocentrum-lima	Dinophyceae	Marine, Saltmarsh	Prorocentrum lima
K-0643	https://norcca.scrol.net/strain/k-0643	https://norcca.scrol.net/species/chrysochromulina-acantha	Prymnesiophyceae	Marine	Chrysochromulina acantha
K-0645	https://norcca.scrol.net/strain/k-0645	https://norcca.scrol.net/species/haramonas-dimorpha	Raphidophyceae	Marine, Mangrove	Haramonas dimorpha
K-0648	https://norcca.scrol.net/strain/k-0648	https://norcca.scrol.net/species/chrysotila-placolithoides	Prymnesiophyceae	Marine, benthic on cliffs	Chrysotila placolithoides
K-0651	https://norcca.scrol.net/strain/k-0651	https://norcca.scrol.net/species/aglaothamnion-byssoides	Florideophyceae	Marine	Aglaothamnion byssoides
K-0665A	https://norcca.scrol.net/strain/k-0665a	https://norcca.scrol.net/species/crustomastix-stigmatica	Mamiellophyceae	Marine	Crustomastix stigmatica
K-0667	https://norcca.scrol.net/strain/k-0667	https://norcca.scrol.net/species/hormidiella-parvula	Klebsormidiophyceae	Freshwater	Hormidiella parvula
K-0668	https://norcca.scrol.net/strain/k-0668	https://norcca.scrol.net/species/karlodinium-armiger	Dinophyceae	Marine	Karlodinium armiger
K-0669	https://norcca.scrol.net/strain/k-0669	https://norcca.scrol.net/species/skeletonema-marinoi	Mediophyceae	Marine	Skeletonema marinoi
K-0677	https://norcca.scrol.net/strain/k-0677	https://norcca.scrol.net/species/jadwigia-applanata	Dinophyceae	Freshwater	Jadwigia applanata
K-0678	https://norcca.scrol.net/strain/k-0678	https://norcca.scrol.net/species/ulvella-leptochaete	Ulvophyceae	Marine, Rock pool	Ulvella leptochaete
K-0930	https://norcca.scrol.net/strain/k-0930	https://norcca.scrol.net/species/tetraselmis-sp	Chlorodendrophyceae	Marine	Tetraselmis sp.
K-0935	https://norcca.scrol.net/strain/k-0935	https://norcca.scrol.net/species/tetraselmis-sp	Chlorodendrophyceae	Marine	Tetraselmis sp.
K-0937	https://norcca.scrol.net/strain/k-0937	https://norcca.scrol.net/species/tetraselmis-levis	Chlorodendrophyceae	Marine	Tetraselmis levis
K-0950	https://norcca.scrol.net/strain/k-0950	https://norcca.scrol.net/species/tetraselmis-verrucosa	Chlorodendrophyceae	Marine	Tetraselmis verrucosa
K-0959	https://norcca.scrol.net/strain/k-0959	https://norcca.scrol.net/species/borghiella-dodgei	Dinophyceae	Freshwater	Borghiella dodgei
K-0961	https://norcca.scrol.net/strain/k-0961	https://norcca.scrol.net/species/heterocapsa-pygmaea	Dinophyceae	Marine, warm high salinity lagoon	Heterocapsa pygmaea
K-0962	https://norcca.scrol.net/strain/k-0962	https://norcca.scrol.net/species/peridinium-willei	Dinophyceae	Freshwater	Peridinium willei
K-0965	https://norcca.scrol.net/strain/k-0965	https://norcca.scrol.net/species/unident-cyanophyte-sp	Cyanophyceae	Freshwater	Unident. cyanophyte sp.
K-0967	https://norcca.scrol.net/strain/k-0967	https://norcca.scrol.net/species/microcystis-botrys	Cyanophyceae	Freshwater	Microcystis botrys
K-0969	https://norcca.scrol.net/strain/k-0969	https://norcca.scrol.net/species/nitzschia-navis-varingica	Bacillariophyceae	Marine	Nitzschia navis-varingica
K-0971	https://norcca.scrol.net/strain/k-0971	https://norcca.scrol.net/species/cladophora-rupestris	Ulvophyceae	Marine	Cladophora rupestris
K-0973	https://norcca.scrol.net/strain/k-0973	https://norcca.scrol.net/species/alexandrium-tamarense	Dinophyceae	Marine	Alexandrium tamarense
K-0975	https://norcca.scrol.net/strain/k-0975	https://norcca.scrol.net/species/alexandrium-tamarense	Dinophyceae	Marine	Alexandrium tamarense
K-0977	https://norcca.scrol.net/strain/k-0977	https://norcca.scrol.net/species/apocalathium-malmogiense	Dinophyceae	Brackish	Apocalathium malmogiense
K-0979	https://norcca.scrol.net/strain/k-0979	https://norcca.scrol.net/species/apocalathium-malmogiense	Dinophyceae	Brackish	Apocalathium malmogiense
K-0981	https://norcca.scrol.net/strain/k-0981	https://norcca.scrol.net/species/polarella-glacialis	Dinophyceae	Brackish, 18 PSU	Polarella glacialis
K-0983	https://norcca.scrol.net/strain/k-0983	https://norcca.scrol.net/species/gymnodinium-corollarium	Dinophyceae	Brackish, 1.5-12 PSU	Gymnodinium corollarium
K-0984	https://norcca.scrol.net/strain/k-0984	https://norcca.scrol.net/species/gymnodinium-corollarium	Dinophyceae	Brackish, 1.5-12 PSU	Gymnodinium corollarium
K-0985	https://norcca.scrol.net/strain/k-0985	https://norcca.scrol.net/species/apocalathium-aciculiferum	Dinophyceae	Freshwater	Apocalathium aciculiferum
K-0986	https://norcca.scrol.net/strain/k-0986	https://norcca.scrol.net/species/apocalathium-aciculiferum	Dinophyceae	Freshwater	Apocalathium aciculiferum
K-0987	https://norcca.scrol.net/strain/k-0987	https://norcca.scrol.net/species/apocalathium-aciculiferum	Dinophyceae	Freshwater	Apocalathium aciculiferum
K-0991	https://norcca.scrol.net/strain/k-0991	https://norcca.scrol.net/species/alexandrium-minutum	Dinophyceae	Marine	Alexandrium minutum
K-0992	https://norcca.scrol.net/strain/k-0992	https://norcca.scrol.net/species/alexandrium-minutum	Dinophyceae	Marine	Alexandrium minutum
K-0993	https://norcca.scrol.net/strain/k-0993	https://norcca.scrol.net/species/alexandrium-minutum	Dinophyceae	Marine	Alexandrium minutum
K-0994	https://norcca.scrol.net/strain/k-0994	https://norcca.scrol.net/species/alexandrium-minutum	Dinophyceae	Marine	Alexandrium minutum
K-0998	https://norcca.scrol.net/strain/k-0998	https://norcca.scrol.net/species/apocalathium-aciculiferum	Dinophyceae	Freshwater	Apocalathium aciculiferum
K-0999	https://norcca.scrol.net/strain/k-0999	https://norcca.scrol.net/species/mougeotia-genuflexa	Zygnematophyceae	Freshwater	Mougeotia genuflexa
K-1000	https://norcca.scrol.net/strain/k-1000	https://norcca.scrol.net/species/zygnema-subcylindricum	Zygnematophyceae	Freshwater	Zygnema subcylindricum
K-1001	https://norcca.scrol.net/strain/k-1001	https://norcca.scrol.net/species/oedogonium-cardiacum	Chlorophyceae	Freshwater	Oedogonium cardiacum
K-1002	https://norcca.scrol.net/strain/k-1002	https://norcca.scrol.net/species/oedogonium-cardiacum	Chlorophyceae	Freshwater	Oedogonium cardiacum
K-1003	https://norcca.scrol.net/strain/k-1003	https://norcca.scrol.net/species/phaeothamnion-sp	Phaeothamniophyceae	Freshwater	Phaeothamnion sp.
K-1005	https://norcca.scrol.net/strain/k-1005	https://norcca.scrol.net/species/calothrix-parietina	Cyanophyceae	Freshwater	Calothrix parietina
K-1008	https://norcca.scrol.net/strain/k-1008	https://norcca.scrol.net/species/cosmarium-obtusatum	Zygnematophyceae	Freshwater	Cosmarium obtusatum
K-1010	https://norcca.scrol.net/strain/k-1010	https://norcca.scrol.net/species/desmodesmus-armatus	Chlorophyceae	Freshwater	Desmodesmus armatus
K-1011	https://norcca.scrol.net/strain/k-1011	https://norcca.scrol.net/species/chlamydomonas-debaryana	Chlorophyceae	Freshwater	Chlamydomonas debaryana
K-1012	https://norcca.scrol.net/strain/k-1012	https://norcca.scrol.net/species/gonium-pectorale	Chlorophyceae	Freshwater	Gonium pectorale
K-1013	https://norcca.scrol.net/strain/k-1013	https://norcca.scrol.net/species/volvox-aureus	Chlorophyceae	Freshwater	Volvox aureus
K-1014	https://norcca.scrol.net/strain/k-1014	https://norcca.scrol.net/species/pterothamnion-plumula	Florideophyceae	Marine	Pterothamnion plumula
K-1015	https://norcca.scrol.net/strain/k-1015	https://norcca.scrol.net/species/ophiocytium-arbusculum	Xanthophyceae	Freshwater	Ophiocytium arbusculum
K-1016	https://norcca.scrol.net/strain/k-1016	https://norcca.scrol.net/species/chlamydomonas-reinhardtii	Chlorophyceae	Terrestrial (soil)	Chlamydomonas reinhardtii
K-1017	https://norcca.scrol.net/strain/k-1017	https://norcca.scrol.net/species/chlamydomonas-reinhardtii	Chlorophyceae	Terrestrial (soil)	Chlamydomonas reinhardtii
K-1018	https://norcca.scrol.net/strain/k-1018	https://norcca.scrol.net/species/pandorina-morum	Chlorophyceae	Freshwater	Pandorina morum
K-1019	https://norcca.scrol.net/strain/k-1019	https://norcca.scrol.net/species/spirogyra-singularis	Zygnematophyceae	Freshwater	Spirogyra singularis
K-1020	https://norcca.scrol.net/strain/k-1020	https://norcca.scrol.net/species/porphyridium-purpureum	Rhodellophyceae	Terrestrial (soil)	Porphyridium purpureum
K-1021	https://norcca.scrol.net/strain/k-1021	https://norcca.scrol.net/species/porphyridium-aerugineum	Rhodellophyceae	Brackish	Porphyridium aerugineum
K-1025	https://norcca.scrol.net/strain/k-1025	https://norcca.scrol.net/species/acrosiphonia-sonderi	Ulvophyceae	Marine, Rock pool	Acrosiphonia sonderi
K-1026	https://norcca.scrol.net/strain/k-1026	https://norcca.scrol.net/species/pylaiella-littoralis	Phaeophyceae	Brackish/Marine	Pylaiella littoralis
K-1027	https://norcca.scrol.net/strain/k-1027	https://norcca.scrol.net/species/cryptomonas-sp	Cryptophyceae	Freshwater	Cryptomonas sp.
K-1028	https://norcca.scrol.net/strain/k-1028	https://norcca.scrol.net/species/draparnaldia-sp	Chlorophyceae	Freshwater	Draparnaldia sp.
K-1029	https://norcca.scrol.net/strain/k-1029	https://norcca.scrol.net/species/cryptomonas-sp	Cryptophyceae	Freshwater	Cryptomonas sp.
K-1030	https://norcca.scrol.net/strain/k-1030	https://norcca.scrol.net/species/stigeoclonium-sp	Chlorophyceae	Freshwater	Stigeoclonium sp.
K-1031	https://norcca.scrol.net/strain/k-1031	https://norcca.scrol.net/species/stigeoclonium-sp	Chlorophyceae	Freshwater	Stigeoclonium sp.
K-1032	https://norcca.scrol.net/strain/k-1032	https://norcca.scrol.net/species/stigeoclonium-sp	Chlorophyceae	Freshwater	Stigeoclonium sp.
K-1033	https://norcca.scrol.net/strain/k-1033	https://norcca.scrol.net/species/pediastrum-sp	Chlorophyceae	Freshwater	Pediastrum sp.
K-1035	https://norcca.scrol.net/strain/k-1035	https://norcca.scrol.net/species/staurastrum-hexacerum	Zygnematophyceae	Freshwater	Staurastrum hexacerum
K-1041	https://norcca.scrol.net/strain/k-1041	https://norcca.scrol.net/species/ditylum-brightwellii	Mediophyceae	Marine	Ditylum brightwellii
K-1044	https://norcca.scrol.net/strain/k-1044	https://norcca.scrol.net/species/tovellia-coronata	Dinophyceae	Freshwater	Tovellia coronata
K-1046	https://norcca.scrol.net/strain/k-1046	https://norcca.scrol.net/species/scrippsiella-sp	Dinophyceae	Marine	Scrippsiella sp.
K-1048	https://norcca.scrol.net/strain/k-1048	https://norcca.scrol.net/species/coscinodiscus-granii	Coscinodiscophyceae	Marine	Coscinodiscus granii
K-1055	https://norcca.scrol.net/strain/k-1055	https://norcca.scrol.net/species/vaucheria-dillwynii	Xanthophyceae	Freshwater?	Vaucheria dillwynii
K-1056	https://norcca.scrol.net/strain/k-1056	https://norcca.scrol.net/species/vaucheria-dillwynii	Xanthophyceae	Freshwater?	Vaucheria dillwynii
K-1058	https://norcca.scrol.net/strain/k-1058	https://norcca.scrol.net/species/unident-cyanophyte-sp	Cyanophyceae	Marine	Unident. cyanophyte sp.
K-1062	https://norcca.scrol.net/strain/k-1062	https://norcca.scrol.net/species/bangia-atropurpurea	Bangiophyceae	Marine	Bangia atropurpurea
K-1064	https://norcca.scrol.net/strain/k-1064	https://norcca.scrol.net/species/ectocarpus-siliculosus	Phaeophyceae	Marine	Ectocarpus siliculosus
K-1065	https://norcca.scrol.net/strain/k-1065	https://norcca.scrol.net/species/pylaiella-littoralis	Phaeophyceae	Marine	Pylaiella littoralis
K-1066	https://norcca.scrol.net/strain/k-1066	https://norcca.scrol.net/species/ulothrix-sp	Ulvophyceae	Marine	Ulothrix sp.
K-1067	https://norcca.scrol.net/strain/k-1067	https://norcca.scrol.net/species/levanderina-fissa	Dinophyceae	Marine	Levanderina fissa
K-1068	https://norcca.scrol.net/strain/k-1068	https://norcca.scrol.net/species/symbiodinium-sp	Dinophyceae	Marine	Symbiodinium sp.
K-1070	https://norcca.scrol.net/strain/k-1070	https://norcca.scrol.net/species/tetraselmis-sp	Chlorodendrophyceae	Marine	Tetraselmis sp.
K-1071	https://norcca.scrol.net/strain/k-1071	https://norcca.scrol.net/species/chaetomorpha-linum	Ulvophyceae	Marine	Chaetomorpha linum
K-1072	https://norcca.scrol.net/strain/k-1072	https://norcca.scrol.net/species/pylaiella-littoralis	Phaeophyceae	Marine	Pylaiella littoralis
K-1073	https://norcca.scrol.net/strain/k-1073	https://norcca.scrol.net/species/protectocarpus-speciosus	Phaeophyceae	Marine	Protectocarpus speciosus
K-1074	https://norcca.scrol.net/strain/k-1074	https://norcca.scrol.net/species/carteria-sp	Chlorophyceae	Freshwater	Carteria sp.
K-1081	https://norcca.scrol.net/strain/k-1081	https://norcca.scrol.net/species/schizogonium-sp	Trebouxiophyceae	Terrestrial	Schizogonium sp.
K-1082	https://norcca.scrol.net/strain/k-1082	https://norcca.scrol.net/species/pterosperma-sp	Pyramimonadophyceae	Marine	Pterosperma sp.
K-1083	https://norcca.scrol.net/strain/k-1083	https://norcca.scrol.net/species/pseudanabaena-sp	Cyanophyceae	Freshwater	Pseudanabaena sp.
K-1085	https://norcca.scrol.net/strain/k-1085	https://norcca.scrol.net/species/vaucheria-taylorii	Xanthophyceae	Freshwater	Vaucheria taylorii
K-1088	https://norcca.scrol.net/strain/k-1088	https://norcca.scrol.net/species/vaucheria-frigida-sl	Xanthophyceae	Freshwater	Vaucheria frigida s.l.
K-1090	https://norcca.scrol.net/strain/k-1090	https://norcca.scrol.net/species/geitlerinema-amphibium	Cyanophyceae	Terrestrial (soil)	Geitlerinema amphibium
K-1091	https://norcca.scrol.net/strain/k-1091	https://norcca.scrol.net/species/geitlerinema-amphibium	Cyanophyceae	Terrestrial (soil)	Geitlerinema amphibium
K-1092	https://norcca.scrol.net/strain/k-1092	https://norcca.scrol.net/species/oscillatoria-sancta	Cyanophyceae	Terrestrial (soil)	Oscillatoria sancta
K-1093	https://norcca.scrol.net/strain/k-1093	https://norcca.scrol.net/species/oscillatoria-sancta	Cyanophyceae	Terrestrial (soil)	Oscillatoria sancta
K-1094	https://norcca.scrol.net/strain/k-1094	https://norcca.scrol.net/species/oscillatoria-sancta	Cyanophyceae	Terrestrial (soil)	Oscillatoria sancta
K-1104	https://norcca.scrol.net/strain/k-1104	https://norcca.scrol.net/species/tisochrysis-sp	Prymnesiophyceae	Marine	Tisochrysis sp.
K-1105	https://norcca.scrol.net/strain/k-1105	https://norcca.scrol.net/species/tisochrysis-sp	Prymnesiophyceae	Marine	Tisochrysis sp.
K-1106	https://norcca.scrol.net/strain/k-1106	https://norcca.scrol.net/species/mantoniella-squamata	Mamiellophyceae	Marine	Mantoniella squamata
K-1110	https://norcca.scrol.net/strain/k-1110	https://norcca.scrol.net/species/scrippsiella-acuminata	Dinophyceae	Marine	Scrippsiella acuminata
K-1111	https://norcca.scrol.net/strain/k-1111	https://norcca.scrol.net/species/scrippsiella-acuminata	Dinophyceae	Marine	Scrippsiella acuminata
K-1118	https://norcca.scrol.net/strain/k-1118	https://norcca.scrol.net/species/tovellia-coronata	Dinophyceae	Freshwater	Tovellia coronata
