ScientificName	AphiaID	Match type	ScientificName	Authority	AphiaID_accepted	ScientificName_accepted	Authority_accepted	used_aphia_id	comment
Pinnularia acuminata	610660	exact	Pinnularia acuminata	W.Smith, 1853	610660	Pinnularia acuminata	W.Smith, 1853	610660	
Pinnularia subrupestris	613503	exact	Pinnularia subrupestris	K.Krammer, 1992	613503	Pinnularia subrupestris	K.Krammer, 1992	613503	
Pinnularia interrupta var. minutissima	696901	exact	Pinnularia interrupta var. minutissima	F.Hustedt, 1924	696901	Pinnularia interrupta var. minutissima	F.Hustedt, 1924	696901	
Pinnularia subgibba	609946	exact	Pinnularia subgibba	Krammer, 1992	609946	Pinnularia subgibba	Krammer, 1992	609946	
Pinnularia subfalaiseana	618185	exact	Pinnularia subfalaiseana	K.Krammer, 2000	618185	Pinnularia subfalaiseana	K.Krammer, 2000	618185	
Pinnularia subcommutata	613499	exact	Pinnularia subcommutata	Krammer, 1992	613499	Pinnularia subcommutata	Krammer, 1992	613499	
Pinnularia subcommutata var. nonfasciata	674441	exact	Pinnularia subcommutata var. nonfasciata	K.Krammer, 2000	674441	Pinnularia subcommutata var. nonfasciata	K.Krammer, 2000	674441	
Pinnularia subanglica	618184	exact	Pinnularia subanglica	K.Krammer, 2000	618184	Pinnularia subanglica	K.Krammer, 2000	618184	
Pinnularia sinistra	613495	exact	Pinnularia sinistra	Krammer, 1992	613495	Pinnularia sinistra	Krammer, 1992	613495	
Pinnularia similiformis	613494	exact	Pinnularia similiformis	K.Krammer, 1992	613494	Pinnularia similiformis	K.Krammer, 1992	613494	
Pinnularia silvatica	661397	exact	Pinnularia silvatica	J.B.Petersen, 1935	661397	Pinnularia silvatica	J.B.Petersen, 1935	661397	
Pinnularia septentrionalis	623614	exact	Pinnularia septentrionalis	K.Krammer, 2000	623614	Pinnularia septentrionalis	K.Krammer, 2000	623614	
Pinnularia schroeterae	618174	exact	Pinnularia schroeterae	Krammer, 2000	618174	Pinnularia schroeterae	Krammer, 2000	618174	
Pinnularia schoenfelderi	613493	exact	Pinnularia schoenfelderi	Krammer, 1992	613493	Pinnularia schoenfelderi	Krammer, 1992	613493	
Pinnularia rhombarea	613490	exact	Pinnularia rhombarea	Krammer, 1998	613490	Pinnularia rhombarea	Krammer, 1998	613490	
Pinnularia renata	613489	exact	Pinnularia renata	K.Krammer, 1992	613489	Pinnularia renata	K.Krammer, 1992	613489	
Pinnularia polyonca var. similis	674360	exact	Pinnularia polyonca var. similis	(Krammer) Krammer, 2000	695486	Pinnularia mayeri var. similis	K.Krammer, 1992	695486	
Pinnularia pisciculus	623616	exact	Pinnularia pisciculus	Ehrenberg, 1843	623616	Pinnularia pisciculus	Ehrenberg, 1843	623616	
Pinnularia perirrorata	618153	exact	Pinnularia perirrorata	Krammer, 2000	618153	Pinnularia perirrorata	Krammer, 2000	618153	
Pinnularia peracuminata	622367	exact	Pinnularia peracuminata	Krammer, 2000	622367	Pinnularia peracuminata	Krammer, 2000	622367	
Pinnularia obscuriformis	623590	exact	Pinnularia obscuriformis	K.Krammer, 2000	623590	Pinnularia obscuriformis	K.Krammer, 2000	623590	
Pinnularia obscura	609940	exact	Pinnularia obscura	Krasske, 1932	609940	Pinnularia obscura	Krasske, 1932	609940	
Pinnularia neomajor	609938	exact	Pinnularia neomajor	K.Krammer, 1992	609938	Pinnularia neomajor	K.Krammer, 1992	609938	
Pinnularia marchica	618134	exact	Pinnularia marchica	Ilka Schönfelder, 2000	618134	Pinnularia marchica	Ilka Schönfelder, 2000	618134	
Pinnularia lundii	610697	exact	Pinnularia lundii	Hustedt, 1954	610697	Pinnularia lundii	Hustedt, 1954	610697	
Pinnularia lundii var. linearis	672988	exact	Pinnularia lundii var. linearis	K.Krammer, 2000	672988	Pinnularia lundii var. linearis	K.Krammer, 2000	672988	
Pinnularia lokana	618132	exact	Pinnularia lokana	Krammer, 2000	618132	Pinnularia lokana	Krammer, 2000	618132	
Pinnularia lange-bertalotii	613474	exact	Pinnularia lange-bertalotii	K.Krammer, 1992	613474	Pinnularia lange-bertalotii	K.Krammer, 1992	613474	
Pinnularia kuetzingii	613473	exact	Pinnularia kuetzingii	K.Krammer, 1992	613473	Pinnularia kuetzingii	K.Krammer, 1992	613473	
Pinnularia krookii	627259	exact	Pinnularia krookii	(Grunow) Cleve, 1891	627259	Pinnularia krookii	(Grunow) Cleve, 1891	627259	
Pinnularia krammeri	618128	exact	Pinnularia krammeri	Metzeltin, 1996, v.2	618128	Pinnularia krammeri	Metzeltin, 1996, v.2	618128	
Pinnularia ivaloensis	618121	exact	Pinnularia ivaloensis	K.Krammer, 2000	618121	Pinnularia ivaloensis	K.Krammer, 2000	618121	
Pinnularia isselana	622350	exact	Pinnularia isselana	K.Krammer, 2000	622350	Pinnularia isselana	K.Krammer, 2000	622350	
Pinnularia irrorata	669356	exact	Pinnularia irrorata	(Grunow) Hustedt, 1942	697567	Pinnularia appendiculata var. irrorata	Boye-Petersen, 1928	697567	
Pinnularia interruptiformis	622349	exact	Pinnularia interruptiformis	K.Krammer, 2000	622349	Pinnularia interruptiformis	K.Krammer, 2000	622349	
Pinnularia grunowii	618118	exact	Pinnularia grunowii	Krammer, 2000	618118	Pinnularia grunowii	Krammer, 2000	618118	
Pinnularia graciloides	609933	exact	Pinnularia graciloides	Hustedt, 1937	609933	Pinnularia graciloides	Hustedt, 1937	609933	
Pinnularia graciloides var. triundulata	674436	exact	Pinnularia graciloides var. triundulata	(Fontell) Krammer, 2000	698710	Pinnularia stomatophora f. triundulata	C.W.Fontell, 1917	698710	
Pinnularia frequentis	618114	exact	Pinnularia frequentis	K.Krammer, 2000	618114	Pinnularia frequentis	K.Krammer, 2000	618114	
Pinnularia esoxiformis	623667	exact	Pinnularia esoxiformis	Fusey, 1951	623667	Pinnularia esoxiformis	Fusey, 1951	623667	
Pinnularia eifelana	622345	exact	Pinnularia eifelana	(Krammer) Krammer, 2000	972718	Pinnularia esoxiformis var. eifeliana	Krammer, 1992	972718	
Pinnularia divergentissima	609931	exact	Pinnularia divergentissima	(Grunow) Cleve, 1895	609931	Pinnularia divergentissima	(Grunow) Cleve, 1895	609931	
Pinnularia divergentissima var. minor	671342	exact	Pinnularia divergentissima var. minor	Krammer, 1992	671342	Pinnularia divergentissima var. minor	Krammer, 1992	671342	
Pinnularia divergens	609930	exact	Pinnularia divergens	W.Smith, 1853	609930	Pinnularia divergens	W.Smith, 1853	609930	
Pinnularia divergens var. decrescens	696793	exact	Pinnularia divergens var. decrescens	(Grunow) K.Krammer, 1992	983964	Navicula legumen f. decrescens	Grunow in Van Heurck, 1880	983964	
Pinnularia divergens var. media	674318	exact	Pinnularia divergens var. media	Krammer, 2000	674318	Pinnularia divergens var. media	Krammer, 2000	674318	
Pinnularia cruxarea	618109	exact	Pinnularia cruxarea	Krammer, 2000	618109	Pinnularia cruxarea	Krammer, 2000	618109	
Pinnularia clevei	610673	exact	Pinnularia clevei	R.M.Patrick, 1945	610673	Pinnularia clevei	R.M.Patrick, 1945	610673	
Pinnularia clevei var. minor	674466	exact	Pinnularia clevei var. minor	(Hustedt) K.Krammer, 2000	698611	Pinnularia esox f. minor	F.Hustedt, 1914	698611	
Pinnularia nodosa s.lat.	175643	exact	Pinnularia nodosa	(Ehrenberg) W.Smith, 1856	175643	Pinnularia nodosa	(Ehrenberg) W.Smith, 1856	175643	
Pinnularia nodosa	175643	exact	Pinnularia nodosa	(Ehrenberg) W.Smith, 1856	175643	Pinnularia nodosa	(Ehrenberg) W.Smith, 1856	175643	
Pinnularia nodosa var. percapitata	672995	exact	Pinnularia nodosa var. percapitata	K.Krammer, 2000	672995	Pinnularia nodosa var. percapitata	K.Krammer, 2000	672995	
Hygropetra	602776	exact	Hygropetra	K. Krammer & H. Lange-Bertalot in K. Krammer, 2000	602776	Hygropetra	K. Krammer & H. Lange-Bertalot in K. Krammer, 2000	602776	
Hygropetra balfouriana	617862	exact	Hygropetra balfouriana	(Grunow ex Cleve) Krammer & Lange-Bertalot, 2000	617862	Hygropetra balfouriana	(Grunow ex Cleve) Krammer & Lange-Bertalot, 2000	617862	
Plagiotropidaceae	149515	exact	Plagiotropidaceae	D. G. Mann	149515	Plagiotropidaceae	D. G. Mann	149515	
Plagiotropis	149516	exact	Plagiotropis	E. Pfitzer, 1871	149516	Plagiotropis	E. Pfitzer, 1871	149516	
Plagiotropis lepidoptera	149517	exact	Plagiotropis lepidoptera	(Gregory) Kuntze, 1898	149517	Plagiotropis lepidoptera	(Gregory) Kuntze, 1898	149517	
Plagiotropis vanheurckii	175705	exact	Plagiotropis vanheurckii	Grunow, 1883	175705	Plagiotropis vanheurckii	Grunow, 1883	175705	
Pleurosigmataceae	149032	exact	Pleurosigmataceae	Mereschkowsky, 1903	149032	Pleurosigmataceae	Mereschkowsky, 1903	149032	
Gyrosigma	149033	exact	Gyrosigma	A.H. Hassall, 1845	149033	Gyrosigma	A.H. Hassall, 1845	149033	
Gyrosigma acuminatum	149035	exact	Gyrosigma acuminatum	(Kützing) Rabenhorst, 1853	149035	Gyrosigma acuminatum	(Kützing) Rabenhorst, 1853	149035	
Gyrosigma attenuatum	661267	exact	Gyrosigma attenuatum	(Kützing) Rabenhorst, 1853	661267	Gyrosigma attenuatum	(Kützing) Rabenhorst, 1853	661267	
Gyrosigma kuetzingii	661891	exact	Gyrosigma kuetzingii	(Grunow) Cleve, 1894	985099	Pleurosigma kuetzingii f. kuetzingii	Grunow, 1860	985099	
Gyrosigma balticum	149493	exact	Gyrosigma balticum	(Ehrenberg) Rabenhorst, 1853	149493	Gyrosigma balticum	(Ehrenberg) Rabenhorst, 1853	149493	
Gyrosigma diaphanum	172519	exact	Gyrosigma diaphanum	Cleve, 1894	172519	Gyrosigma diaphanum	Cleve, 1894	172519	
Gyrosigma distortum	609952	exact	Gyrosigma distortum	(W.Smith) Griffith & Henfrey, 1856	979664	Pleurosigma distortum var. distortum	W. Smith, 1852	979664	
Gyrosigma eximium	172522	exact	Gyrosigma eximium	(Thwaites) Boyer, 1927	172525	Schizonema eximium	Thwaites, 1848	172525	
Gyrosigma fasciola	149494	exact	Gyrosigma fasciola	(Ehrenberg) J.W.Griffith & Henfrey, 1856	172535	Ceratoneis fasciola	Ehrenberg, 1839	172535	
Gyrosigma hippocampus	172561	exact	Gyrosigma hippocampus	(Ehrenberg) Hassall, 1845	975793	Navicula hippocampus var. hippocampus	Ehrenberg, 1838	975793	
Gyrosigma macrum	180325	exact	Gyrosigma macrum	(W.Smith) J.W.Griffith & Henfrey, 1856	662011	Pleurosigma macrum	W.Smith, 1853	662011	
Gyrosigma nodiferum	609954	exact	Gyrosigma nodiferum	(Grunow) Reimer, 1966	662013	Pleurosigma nodiferum	Grunow, 1880	662013	
Gyrosigma obscurum	156569	exact	Gyrosigma obscurum	(W.Smith) J.W.Griffith & Henfrey, 1856	156569	Gyrosigma obscurum	(W.Smith) J.W.Griffith & Henfrey, 1856	156569	
Gyrosigma parkeri	626675	exact	Gyrosigma parkeri	(Harrison) Elmore, 1921	977932	Pleurosigma parkeri var. parkeri	Harrison, 1860	977932	
Gyrosigma scalproides	149498	exact	Gyrosigma scalproides	(Rabenhorst) Cleve, 1894	149498	Gyrosigma scalproides	(Rabenhorst) Cleve, 1894	149498	
Gyrosigma strigilis	180338	exact	Gyrosigma strigilis	(W.Smith) J.W.Griffin & Henfrey, 1856	985896	Pleurosigma strigilis f. strigilis	W. Smith, 1852	985896	
Gyrosigma tenuirostrum	708293	exact	Gyrosigma tenuirostrum	(Grunow) Cleve-Euler, 1952	708293	Gyrosigma tenuirostrum	(Grunow) Cleve-Euler, 1952	708293	
Gyrosigma tenuissimum	157069	exact	Gyrosigma tenuissimum	(W.Smith) Griffith & Henfrey, 1856	978019	Pleurosigma tenuissimum var. tenuissimum	W. Smith, 1853	978019	
Gyrosigma wansbeckii	180340	exact	Gyrosigma wansbeckii	(Donkin) Cleve, 1894	180340	Gyrosigma wansbeckii	(Donkin) Cleve, 1894	180340	
Pleurosigma	149181	exact	Pleurosigma	W. Smith, 1852	149181	Pleurosigma	W. Smith, 1852	149181	
Pleurosigma tenuiforme	657881	exact	Pleurosigma tenuiforme	C.H. von Quillfeldt, 2000	657881	Pleurosigma tenuiforme	C.H. von Quillfeldt, 2000	657881	
Pleurosigma angulatum	149183	exact	Pleurosigma angulatum	(Queckett) W.Smith, 1852	149183	Pleurosigma angulatum	(Queckett) W.Smith, 1852	149183	
Pleurosigma salinarum	149509	exact	Pleurosigma salinarum	(Grunow) Grunow, 1880	149509	Pleurosigma salinarum	(Grunow) Grunow, 1880	149509	
Pleurosigma strigosum	156586	exact	Pleurosigma strigosum	W.Smith, 1852	156586	Pleurosigma strigosum	W.Smith, 1852	156586	
Proschkiniaceae	177873	exact	Proschkiniaceae	D. G. Mann	177873	Proschkiniaceae	D. G. Mann	177873	
Proschkinia	175718	exact	Proschkinia	N.I. Karayeva, 1978	175718	Proschkinia	N.I. Karayeva, 1978	175718	
Proschkinia bulnheimii	175721	exact	Proschkinia bulnheimii	(Grunow) Karayeva, 1978	180475	Navicula bulnheimii var. bulnheimii	Grunow, 1880	180475	
Sellaphoraceae	157077	exact	Sellaphoraceae	Mereschkowsky, 1902	157077	Sellaphoraceae	Mereschkowsky, 1902	157077	
Sellaphora	157078	exact	Sellaphora	C. Mereschkowsky, 1902	157078	Sellaphora	C. Mereschkowsky, 1902	157078	
Sellaphora hustedtii	622484	exact	Sellaphora hustedtii	(Krasske) Lange-Bertalot & Werum, 2004	983929	Navicula hustedtii f. hustedtii	Krasske, 1923	983929	
Sellaphora bacillum	175869	exact	Sellaphora bacillum	(Ehrenberg) D.G.Mann, 1989	983638	Navicula bacillum f. bacillum	Ehrenberg, 1838 (1839)	983638	
Sellaphora laevissima	175870	exact	Sellaphora laevissima	(Kützing) D.G.Mann, 1989	983956	Navicula laevissima f. laevissima	Kützing, 1844	983956	
Sellaphora pupula	157079	exact	Sellaphora pupula	(Kützing) Mereschkovsky, 1902	157079	Sellaphora pupula	(Kützing) Mereschkovsky, 1902	157079	
Sellaphora rectangularis	699446	exact	Sellaphora rectangularis	(Gregory) Lange-Bertalot & Metzeltin, 1996	700495	Stauroneis rectangularis	Gregory, 1854	700495	
Sellaphora stroemii	622490	exact	Sellaphora stroemii	(Hustedt) H.Kobayasi, 2002	661253	Navicula stroemii	Hustedt, 1931	661253	
Sellaphora parapupula	610747	exact	Sellaphora parapupula	Lange-Bertalot, 1994	610747	Sellaphora parapupula	Lange-Bertalot, 1994	610747	
Sellaphora nana	699462	exact	Sellaphora nana	(Hustedt) Lange-Bertalot, Cavacini, Tagliaventi & Alfinito, 2003	700430	Stauroneis nana	Hustedt, 1957	700430	
Sellaphora mutatoides	618256	exact	Sellaphora mutatoides	H. Lange-Bertalot & D. Metzeltin in D. Metzeltin & H. Lange-Bertalot, 2002	618256	Sellaphora mutatoides	H. Lange-Bertalot & D. Metzeltin in D. Metzeltin & H. Lange-Bertalot, 2002	618256	
Sellaphora joubaudii	641007	exact	Sellaphora joubaudii	(H.Germain) M.Aboal, 2003	180622	Navicula joubaudii	H.Germain, 1982	180622	
Sellaphora disjuncta	610745	exact	Sellaphora disjuncta	(Hustedt) D.G.Mann, 1989	981788	Navicula disjuncta f. disjuncta	Hustedt, 1930	981788	
Sellaphora americana	609965	exact	Sellaphora americana	(Ehrenberg) D.G.Mann, 1989	983603	Navicula americana f. americana	Ehrenberg, 1843	983603	
Sellaphora alastos	618250	exact	Sellaphora alastos	(M.H.Hohn & Hellerman) Lange-Bertalot & Metzeltin, 1996	676385	Navicula americana var. alastos	M.H.Hohn & Hellerman, 1961	676385	
Fallacia cryptolyra	172376	exact	Fallacia cryptolyra	(Brockmann) Stickle & Mann, 1990	172377	Navicula cryptolyra	Brockmann, 1950	172377	
Fallacia insociabilis	609964	exact	Fallacia insociabilis	(Krasske) D.G.Mann, 1990	970671	Navicula insociabilis var. insociabilis	Krasske, 1932	970671	
Fallacia lenzii	622074	exact	Fallacia lenzii	(Hustedt) Lange-Bertalot, 2004	611773	Navicula lenzii	Hustedt, 1936	611773	
Fallacia monoculata	610459	exact	Fallacia monoculata	(Hustedt) D.G.Mann, 1990	661521	Navicula monoculata	Hustedt, 1945	661521	
Fallacia subhamulata	669021	exact	Fallacia subhamulata	(Grunow) D.G.Mann, 1990	979820	Navicula subhamulata var. subhamulata	Grunow in Van Heurck, 1880	979820	
Fallacia tenera	418418	exact	Fallacia tenera	(Hustedt) D.G.Mann, 1990	669023	Navicula tenera	Hustedt, 1936	669023	
Stauroneidaceae	149076	exact	Stauroneidaceae	D.G. Mann, 1990	149076	Stauroneidaceae	D.G. Mann, 1990	149076	
Stauroneis	149077	exact	Stauroneis	C.G. Ehrenberg, 1843	149077	Stauroneis	C.G. Ehrenberg, 1843	149077	
Stauroneis halmei	175887	exact	Stauroneis halmei	Molder, 1939	175887	Stauroneis halmei	Molder, 1939	175887	
Stauroneis phoenicenteron	149078	exact	Stauroneis phoenicenteron	(Nitzsch) Ehrenberg, 1843	149078	Stauroneis phoenicenteron	(Nitzsch) Ehrenberg, 1843	149078	
Stauroneis prominula	175896	exact	Stauroneis prominula	(Grunow) Hustedt, 1959	175898	Pleurostauron prominulum	Grunow in Cleve & Möller, 1881	175898	
Stauroneis smithii	149417	exact	Stauroneis smithii	Grunow, 1860	149417	Stauroneis smithii	Grunow, 1860	149417	
Stauroneis thermicola	149416	exact	Stauroneis thermicola	(J.B.Petersen) Lund, 1946	149416	Stauroneis thermicola	(J.B.Petersen) Lund, 1946	149416	
Stauroneis tackei	610765	exact	Stauroneis tackei	(Hustedt) Krammer & Lange-Bertalot, 2001	668168	Navicula tackei	Hustedt, 1942	668168	
Stauroneis siberica	627543	exact	Stauroneis siberica	(Grunow in Cleve & Grunow) Lange-Bertalot & Krammer in Lange-Bertalot & Metzeltin, 1996	671495	Stauroneis anceps var. siberica	Grunow, 1880	671495	
Stauroneis separanda	700346	exact	Stauroneis separanda	Lange-Bertalot & Werum, 2004	700346	Stauroneis separanda	Lange-Bertalot & Werum, 2004	700346	
Stauroneis reichardtii	699464	exact	Stauroneis reichardtii	H.Lange-Bertalot, P.Cavacini, N.Tagliaventi & S.Alfinito, 2003	699464	Stauroneis reichardtii	H.Lange-Bertalot, P.Cavacini, N.Tagliaventi & S.Alfinito, 2003	699464	
Stauroneis producta	699382	exact	Stauroneis producta	Grunow, 1880	699382	Stauroneis producta	Grunow, 1880	699382	
Stauroneis pergracilis	700337	exact	Stauroneis pergracilis	Van de Vijver & Lange-Bert. in Van de Vijver et al., 2004	700337	Stauroneis pergracilis	Van de Vijver & Lange-Bert. in Van de Vijver et al., 2004	700337	
Stauroneis obtusa	149418	exact	Stauroneis obtusa	N.Lagerstedt, 1873	149418	Stauroneis obtusa	N.Lagerstedt, 1873	149418	
Stauroneis neohyalina	611876	exact	Stauroneis neohyalina	LB nov.stat., 1996	611876	Stauroneis neohyalina	LB nov.stat., 1996	611876	
Stauroneis neofossilis	618282	exact	Stauroneis neofossilis	Lange-Bertalot & Metzeltin, 1996	618282	Stauroneis neofossilis	Lange-Bertalot & Metzeltin, 1996	618282	
Stauroneis leguminopsis	613789	exact	Stauroneis leguminopsis	Lange-Bertalot & K.Krammer, 1999	613789	Stauroneis leguminopsis	Lange-Bertalot & K.Krammer, 1999	613789	
Stauroneis laterostrata	610756	exact	Stauroneis laterostrata	Hustedt, 1943	610756	Stauroneis laterostrata	Hustedt, 1943	610756	
Stauroneis kriegeri	609973	exact	Stauroneis kriegeri	R.M.Patrick, 1945	609973	Stauroneis kriegeri	R.M.Patrick, 1945	609973	
Stauroneis heinii	613783	exact	Stauroneis heinii	H. Lange-Bertalot & K. Krammer in H. Lange-Bertalot & S. I. Genkal, 1999	613783	Stauroneis heinii	H. Lange-Bertalot & K. Krammer in H. Lange-Bertalot & S. I. Genkal, 1999	613783	
Stauroneis gracilis	593815	exact	Stauroneis gracilis	Ehrenberg, 1843	593815	Stauroneis gracilis	Ehrenberg, 1843	593815	
Stauroneis gracilior	613782	exact	Stauroneis gracilior	Reichardt, 1995	613782	Stauroneis gracilior	Reichardt, 1995	613782	
Stauroneis francisci-josefi	622505	exact	Stauroneis francisci-josefi	Van de Vijver & Lange-Bert. in Van de Vijver et al., 2004	622505	Stauroneis francisci-josefi	Van de Vijver & Lange-Bert. in Van de Vijver et al., 2004	622505	
Stauroneis borrichii	609970	exact	Stauroneis borrichii	(J.B.Petersen) J.W.G.Lund, 1946	609970	Stauroneis borrichii	(J.B.Petersen) J.W.G.Lund, 1946	609970	
Stauroneis agrestis	609967	exact	Stauroneis agrestis	J.B.Petersen, 1915	609967	Stauroneis agrestis	J.B.Petersen, 1915	609967	
Craticula ambigua	163903	exact	Craticula ambigua	(Ehrenberg) D.G.Mann, 1990	983613	Navicula ambigua f. ambigua	Ehrenberg, 1843	983613	
Craticula buderi	617363	exact	Craticula buderi	(Hustedt) Lange-Bertalot, 2000	180474	Navicula buderi	Hustedt, 1954	180474	
Craticula cuspidata	163907	exact	Craticula cuspidata	(Kutzing) D.G.Mann, 1990	163908	Frustulia cuspidata	Kutzing, 1833	163908	
Craticula dissociata	612392	exact	Craticula dissociata	(E.Reichardt) E.Reichardt, 1997	662450	Navicula dissociata	E.Reichardt, 1984	662450	
Craticula halophila	163909	exact	Craticula halophila	(Grunow) D.G.Mann, 1990	163911	Navicula cuspidata var. halophila	Grunow, 1885	163911	
Craticula minusculoides	617371	exact	Craticula minusculoides	(Hustedt) Lange-Bertalot, 2001	180675	Navicula minusculoides	Hustedt, 1942	180675	
Craticula molestiformis	665148	exact	Craticula molestiformis	(Hustedt) Mayama, 1999	661372	Navicula molestiformis	Hustedt, 1949	661372	
Craticula riparia	610394	exact	Craticula riparia	(Hustedt) Lange-Bertalot, 1993	661250	Navicula riparia	Hustedt, 1942	661250	
Craticula riparia var. mollenhaueri	671416	exact	Craticula riparia var. mollenhaueri	Lange-Bertalot, 1993	671416	Craticula riparia var. mollenhaueri	Lange-Bertalot, 1993	671416	
Craticula vixnegligenda	610396	exact	Craticula vixnegligenda	Lange-Bertalot, 1993	610396	Craticula vixnegligenda	Lange-Bertalot, 1993	610396	
Craticula accomoda	418460	exact	Craticula accomoda	(Hustedt) D.G.Mann, 1990	628362	Navicula accommoda	Hustedt in Messikommer, 1950	628362	
Scoliotropidaceae	149485	exact	Scoliotropidaceae	Mersechk.	149485	Scoliotropidaceae	Mersechk.	149485	
