Strain name	Species	Division	Class	Habitat	Strain Link	Species Link
K-0557	Nephroselmis pyriformis	Chlorophyta	Nephroselmidophyceae	Marine	https://norcca.scrol.net/strain/k-0557	https://norcca.scrol.net/species/nephroselmis-pyriformis
K-0559	Coelastrum sp.	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/k-0559	https://norcca.scrol.net/species/coelastrum-sp
K-0562	Haptolina ericina	Haptophyta	Prymnesiophyceae	Marine	https://norcca.scrol.net/strain/k-0562	https://norcca.scrol.net/species/haptolina-ericina
K-0563	Prymnesium kappa	Haptophyta	Prymnesiophyceae	Marine	https://norcca.scrol.net/strain/k-0563	https://norcca.scrol.net/species/prymnesium-kappa
K-0568	Vaucheria prona	Ochrophyta	Xanthophyceae	Freshwater, On soil	https://norcca.scrol.net/strain/k-0568	https://norcca.scrol.net/species/vaucheria-prona
K-0569	Planktothrix rubescens	Cyanobacteria	Cyanophyceae	Freshwater, Metalimnion 7,5 m	https://norcca.scrol.net/strain/k-0569	https://norcca.scrol.net/species/planktothrix-rubescens
K-0571	Planktothrix rubescens	Cyanobacteria	Cyanophyceae	Freshwater, Metalimnion 7,5 m	https://norcca.scrol.net/strain/k-0571	https://norcca.scrol.net/species/planktothrix-rubescens
K-0574	Planktothrix rubescens	Cyanobacteria	Cyanophyceae	Freshwater, Epilimnion	https://norcca.scrol.net/strain/k-0574	https://norcca.scrol.net/species/planktothrix-rubescens
K-0575	Planktothrix rubescens	Cyanobacteria	Cyanophyceae	Freshwater, Epilimnion	https://norcca.scrol.net/strain/k-0575	https://norcca.scrol.net/species/planktothrix-rubescens
K-0576	Planktothrix rubescens	Cyanobacteria	Cyanophyceae	Freshwater, Epilimnion	https://norcca.scrol.net/strain/k-0576	https://norcca.scrol.net/species/planktothrix-rubescens
K-0580	Hincksia hincksiae	Ochrophyta	Phaeophyceae	Marine, Subtidal, Epiphyte on Saccorhiza	https://norcca.scrol.net/strain/k-0580	https://norcca.scrol.net/species/hincksia-hincksiae
K-0581	Chattonella subsalsa	Ochrophyta	Raphidophyceae	Marine	https://norcca.scrol.net/strain/k-0581	https://norcca.scrol.net/species/chattonella-subsalsa
K-0582	Brachiomonas submarina	Chlorophyta	Chlorophyceae	Marine	https://norcca.scrol.net/strain/k-0582	https://norcca.scrol.net/species/brachiomonas-submarina
K-0583	Vaucheria bursata s.l.	Ochrophyta	Xanthophyceae	FreshWater, Ditch	https://norcca.scrol.net/strain/k-0583	https://norcca.scrol.net/species/vaucheria-bursata-sl
K-0585	Chrysochromulina cymbium	Haptophyta	Prymnesiophyceae	Marine	https://norcca.scrol.net/strain/k-0585	https://norcca.scrol.net/species/chrysochromulina-cymbium
K-0587	Dolichomastix tenuilepis	Chlorophyta	Mamiellophyceae	Marine	https://norcca.scrol.net/strain/k-0587	https://norcca.scrol.net/species/dolichomastix-tenuilepis
K-0588	Chrysochromulina ahrengotii	Haptophyta	Prymnesiophyceae	Marine	https://norcca.scrol.net/strain/k-0588	https://norcca.scrol.net/species/chrysochromulina-ahrengotii
K-0590	Polarella glacialis	Myzozoa	Dinophyceae	Marine (sea ice)	https://norcca.scrol.net/strain/k-0590	https://norcca.scrol.net/species/polarella-glacialis
K-0591	Dunaliella tertiolecta	Chlorophyta	Chlorophyceae	Marine	https://norcca.scrol.net/strain/k-0591	https://norcca.scrol.net/species/dunaliella-tertiolecta
K-0591B	Dunaliella tertiolecta	Chlorophyta	Chlorophyceae	Marine	https://norcca.scrol.net/strain/k-0591b	https://norcca.scrol.net/species/dunaliella-tertiolecta
K-0592	Oxyrrhis marina	Myzozoa	Oxyrrhidophyceae	Marine	https://norcca.scrol.net/strain/k-0592	https://norcca.scrol.net/species/oxyrrhis-marina
K-0594	Prymnesium parvum f. patelliferum	Haptophyta	Prymnesiophyceae	Marine	https://norcca.scrol.net/strain/k-0594	https://norcca.scrol.net/species/prymnesium-parvum-f-patelliferum
K-0597	Asterosiphon dichotomus	Ochrophyta	Xanthophyceae	Freshwater	https://norcca.scrol.net/strain/k-0597	https://norcca.scrol.net/species/asterosiphon-dichotomus
K-0598	Chrysochromulina scutellum	Haptophyta	Prymnesiophyceae	Marine	https://norcca.scrol.net/strain/k-0598	https://norcca.scrol.net/species/chrysochromulina-scutellum
K-0602	Gymnodinium nolleri	Myzozoa	Dinophyceae	Marine	https://norcca.scrol.net/strain/k-0602	https://norcca.scrol.net/species/gymnodinium-nolleri
K-0603	Pylaiella littoralis	Ochrophyta	Phaeophyceae	Marine	https://norcca.scrol.net/strain/k-0603	https://norcca.scrol.net/species/pylaiella-littoralis
K-0605	Pylaiella littoralis	Ochrophyta	Phaeophyceae	Marine	https://norcca.scrol.net/strain/k-0605	https://norcca.scrol.net/species/pylaiella-littoralis
K-0606	Pylaiella littoralis	Ochrophyta	Phaeophyceae	Marine	https://norcca.scrol.net/strain/k-0606	https://norcca.scrol.net/species/pylaiella-littoralis
K-0607	Pylaiella littoralis	Ochrophyta	Phaeophyceae	Marine	https://norcca.scrol.net/strain/k-0607	https://norcca.scrol.net/species/pylaiella-littoralis
K-0618	Prymnesium polylepis	Haptophyta	Prymnesiophyceae	Marine	https://norcca.scrol.net/strain/k-0618	https://norcca.scrol.net/species/prymnesium-polylepis
K-0620	Nitzschia navis-varingica	Bacillariophyta	Bacillariophyceae	Marine, Shrimp-culture pond	https://norcca.scrol.net/strain/k-0620	https://norcca.scrol.net/species/nitzschia-navis-varingica
K-0623	Prymnesium parvum	Haptophyta	Prymnesiophyceae	Marine	https://norcca.scrol.net/strain/k-0623	https://norcca.scrol.net/species/prymnesium-parvum
K-0624	Dicrateria sp.	Haptophyta	Prymnesiophyceae	Marine	https://norcca.scrol.net/strain/k-0624	https://norcca.scrol.net/species/dicrateria-sp
K-0626	Gymnodinium nolleri	Myzozoa	Dinophyceae	Marine	https://norcca.scrol.net/strain/k-0626	https://norcca.scrol.net/species/gymnodinium-nolleri
K-0627	Rhodothamniella floridula	Rhodophyta	Florideophyceae	Marine, Littoral epiphytic on Polysiphonia sp.	https://norcca.scrol.net/strain/k-0627	https://norcca.scrol.net/species/rhodothamniella-floridula
K-0628	Pyramimonas melkonianii	Chlorophyta	Pyramimonadophyceae	Marine	https://norcca.scrol.net/strain/k-0628	https://norcca.scrol.net/species/pyramimonas-melkonianii
K-0630	Nephroselmis rotunda	Chlorophyta	Nephroselmidophyceae	Marine	https://norcca.scrol.net/strain/k-0630	https://norcca.scrol.net/species/nephroselmis-rotunda
K-0631	Vaucheria bursata	Ochrophyta	Xanthophyceae	Freshwater	https://norcca.scrol.net/strain/k-0631	https://norcca.scrol.net/species/vaucheria-bursata
K-0633	Isochrysis sp.	Haptophyta	Prymnesiophyceae	Marine	https://norcca.scrol.net/strain/k-0633	https://norcca.scrol.net/species/isochrysis-sp
K-0634	Protoceratium reticulatum	Myzozoa	Dinophyceae	Marine	https://norcca.scrol.net/strain/k-0634	https://norcca.scrol.net/species/protoceratium-reticulatum
K-0637	Fragilariopsis nana	Bacillariophyta	Bacillariophyceae	Marine, Sea Ice	https://norcca.scrol.net/strain/k-0637	https://norcca.scrol.net/species/fragilariopsis-nana
K-0640	Prorocentrum lima	Myzozoa	Dinophyceae	Marine, Saltmarsh	https://norcca.scrol.net/strain/k-0640	https://norcca.scrol.net/species/prorocentrum-lima
K-0643	Chrysochromulina acantha	Haptophyta	Prymnesiophyceae	Marine	https://norcca.scrol.net/strain/k-0643	https://norcca.scrol.net/species/chrysochromulina-acantha
K-0645	Haramonas dimorpha	Ochrophyta	Raphidophyceae	Marine, Mangrove	https://norcca.scrol.net/strain/k-0645	https://norcca.scrol.net/species/haramonas-dimorpha
K-0648	Chrysotila placolithoides	Haptophyta	Prymnesiophyceae	Marine, benthic on cliffs	https://norcca.scrol.net/strain/k-0648	https://norcca.scrol.net/species/chrysotila-placolithoides
K-0651	Aglaothamnion byssoides	Rhodophyta	Florideophyceae	Marine	https://norcca.scrol.net/strain/k-0651	https://norcca.scrol.net/species/aglaothamnion-byssoides
K-0665A	Crustomastix stigmatica	Chlorophyta	Mamiellophyceae	Marine	https://norcca.scrol.net/strain/k-0665a	https://norcca.scrol.net/species/crustomastix-stigmatica
K-0667	Hormidiella parvula	Charophyta	Klebsormidiophyceae	Freshwater	https://norcca.scrol.net/strain/k-0667	https://norcca.scrol.net/species/hormidiella-parvula
K-0668	Karlodinium armiger	Myzozoa	Dinophyceae	Marine	https://norcca.scrol.net/strain/k-0668	https://norcca.scrol.net/species/karlodinium-armiger
K-0669	Skeletonema marinoi	Bacillariophyta	Mediophyceae	Marine	https://norcca.scrol.net/strain/k-0669	https://norcca.scrol.net/species/skeletonema-marinoi
K-0677	Jadwigia applanata	Myzozoa	Dinophyceae	Freshwater	https://norcca.scrol.net/strain/k-0677	https://norcca.scrol.net/species/jadwigia-applanata
K-0678	Ulvella leptochaete	Chlorophyta	Ulvophyceae	Marine, Rock pool	https://norcca.scrol.net/strain/k-0678	https://norcca.scrol.net/species/ulvella-leptochaete
K-0930	Tetraselmis sp.	Chlorophyta	Chlorodendrophyceae	Marine	https://norcca.scrol.net/strain/k-0930	https://norcca.scrol.net/species/tetraselmis-sp
K-0935	Tetraselmis sp.	Chlorophyta	Chlorodendrophyceae	Marine	https://norcca.scrol.net/strain/k-0935	https://norcca.scrol.net/species/tetraselmis-sp
K-0937	Tetraselmis levis	Chlorophyta	Chlorodendrophyceae	Marine	https://norcca.scrol.net/strain/k-0937	https://norcca.scrol.net/species/tetraselmis-levis
K-0950	Tetraselmis verrucosa	Chlorophyta	Chlorodendrophyceae	Marine	https://norcca.scrol.net/strain/k-0950	https://norcca.scrol.net/species/tetraselmis-verrucosa
K-0959	Borghiella dodgei	Myzozoa	Dinophyceae	Freshwater	https://norcca.scrol.net/strain/k-0959	https://norcca.scrol.net/species/borghiella-dodgei
K-0961	Heterocapsa pygmaea	Myzozoa	Dinophyceae	Marine, warm high salinity lagoon	https://norcca.scrol.net/strain/k-0961	https://norcca.scrol.net/species/heterocapsa-pygmaea
K-0962	Peridinium willei	Myzozoa	Dinophyceae	Freshwater	https://norcca.scrol.net/strain/k-0962	https://norcca.scrol.net/species/peridinium-willei
K-0965	Unident. cyanophyte sp.	Cyanophyta	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/k-0965	https://norcca.scrol.net/species/unident-cyanophyte-sp
K-0967	Microcystis botrys	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/k-0967	https://norcca.scrol.net/species/microcystis-botrys
K-0969	Nitzschia navis-varingica	Bacillariophyta	Bacillariophyceae	Marine	https://norcca.scrol.net/strain/k-0969	https://norcca.scrol.net/species/nitzschia-navis-varingica
K-0971	Cladophora rupestris	Chlorophyta	Ulvophyceae	Marine	https://norcca.scrol.net/strain/k-0971	https://norcca.scrol.net/species/cladophora-rupestris
K-0973	Alexandrium tamarense	Myzozoa	Dinophyceae	Marine	https://norcca.scrol.net/strain/k-0973	https://norcca.scrol.net/species/alexandrium-tamarense
K-0975	Alexandrium tamarense	Myzozoa	Dinophyceae	Marine	https://norcca.scrol.net/strain/k-0975	https://norcca.scrol.net/species/alexandrium-tamarense
K-0977	Apocalathium malmogiense	Myzozoa	Dinophyceae	Brackish	https://norcca.scrol.net/strain/k-0977	https://norcca.scrol.net/species/apocalathium-malmogiense
K-0979	Apocalathium malmogiense	Myzozoa	Dinophyceae	Brackish	https://norcca.scrol.net/strain/k-0979	https://norcca.scrol.net/species/apocalathium-malmogiense
K-0981	Polarella glacialis	Myzozoa	Dinophyceae	Brackish, 18 PSU	https://norcca.scrol.net/strain/k-0981	https://norcca.scrol.net/species/polarella-glacialis
K-0983	Gymnodinium corollarium	Myzozoa	Dinophyceae	Brackish, 1.5-12 PSU	https://norcca.scrol.net/strain/k-0983	https://norcca.scrol.net/species/gymnodinium-corollarium
K-0984	Gymnodinium corollarium	Myzozoa	Dinophyceae	Brackish, 1.5-12 PSU	https://norcca.scrol.net/strain/k-0984	https://norcca.scrol.net/species/gymnodinium-corollarium
K-0985	Apocalathium aciculiferum	Myzozoa	Dinophyceae	Freshwater	https://norcca.scrol.net/strain/k-0985	https://norcca.scrol.net/species/apocalathium-aciculiferum
K-0986	Apocalathium aciculiferum	Myzozoa	Dinophyceae	Freshwater	https://norcca.scrol.net/strain/k-0986	https://norcca.scrol.net/species/apocalathium-aciculiferum
K-0987	Apocalathium aciculiferum	Myzozoa	Dinophyceae	Freshwater	https://norcca.scrol.net/strain/k-0987	https://norcca.scrol.net/species/apocalathium-aciculiferum
K-0991	Alexandrium minutum	Myzozoa	Dinophyceae	Marine	https://norcca.scrol.net/strain/k-0991	https://norcca.scrol.net/species/alexandrium-minutum
K-0992	Alexandrium minutum	Myzozoa	Dinophyceae	Marine	https://norcca.scrol.net/strain/k-0992	https://norcca.scrol.net/species/alexandrium-minutum
K-0993	Alexandrium minutum	Myzozoa	Dinophyceae	Marine	https://norcca.scrol.net/strain/k-0993	https://norcca.scrol.net/species/alexandrium-minutum
K-0994	Alexandrium minutum	Myzozoa	Dinophyceae	Marine	https://norcca.scrol.net/strain/k-0994	https://norcca.scrol.net/species/alexandrium-minutum
K-0998	Apocalathium aciculiferum	Myzozoa	Dinophyceae	Freshwater	https://norcca.scrol.net/strain/k-0998	https://norcca.scrol.net/species/apocalathium-aciculiferum
K-0999	Mougeotia genuflexa	Charophyta	Zygnematophyceae	Freshwater	https://norcca.scrol.net/strain/k-0999	https://norcca.scrol.net/species/mougeotia-genuflexa
K-1000	Zygnema subcylindricum	Charophyta	Zygnematophyceae	Freshwater	https://norcca.scrol.net/strain/k-1000	https://norcca.scrol.net/species/zygnema-subcylindricum
K-1001	Oedogonium cardiacum	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/k-1001	https://norcca.scrol.net/species/oedogonium-cardiacum
K-1002	Oedogonium cardiacum	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/k-1002	https://norcca.scrol.net/species/oedogonium-cardiacum
K-1003	Phaeothamnion sp.	Ochrophyta	Phaeothamniophyceae	Freshwater	https://norcca.scrol.net/strain/k-1003	https://norcca.scrol.net/species/phaeothamnion-sp
K-1005	Calothrix parietina	Cyanobacteria	Cyanophyceae	Freshwater	https://norcca.scrol.net/strain/k-1005	https://norcca.scrol.net/species/calothrix-parietina
K-1008	Cosmarium obtusatum	Charophyta	Zygnematophyceae	Freshwater	https://norcca.scrol.net/strain/k-1008	https://norcca.scrol.net/species/cosmarium-obtusatum
K-1010	Desmodesmus armatus	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/k-1010	https://norcca.scrol.net/species/desmodesmus-armatus
K-1011	Chlamydomonas debaryana	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/k-1011	https://norcca.scrol.net/species/chlamydomonas-debaryana
K-1012	Gonium pectorale	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/k-1012	https://norcca.scrol.net/species/gonium-pectorale
K-1013	Volvox aureus	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/k-1013	https://norcca.scrol.net/species/volvox-aureus
K-1014	Pterothamnion plumula	Rhodophyta	Florideophyceae	Marine	https://norcca.scrol.net/strain/k-1014	https://norcca.scrol.net/species/pterothamnion-plumula
K-1015	Ophiocytium arbusculum	Ochrophyta	Xanthophyceae	Freshwater	https://norcca.scrol.net/strain/k-1015	https://norcca.scrol.net/species/ophiocytium-arbusculum
K-1016	Chlamydomonas reinhardtii	Chlorophyta	Chlorophyceae	Terrestrial (soil)	https://norcca.scrol.net/strain/k-1016	https://norcca.scrol.net/species/chlamydomonas-reinhardtii
K-1017	Chlamydomonas reinhardtii	Chlorophyta	Chlorophyceae	Terrestrial (soil)	https://norcca.scrol.net/strain/k-1017	https://norcca.scrol.net/species/chlamydomonas-reinhardtii
K-1018	Pandorina morum	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/k-1018	https://norcca.scrol.net/species/pandorina-morum
K-1019	Spirogyra singularis	Charophyta	Zygnematophyceae	Freshwater	https://norcca.scrol.net/strain/k-1019	https://norcca.scrol.net/species/spirogyra-singularis
K-1020	Porphyridium purpureum	Rhodophyta	Rhodellophyceae	Terrestrial (soil)	https://norcca.scrol.net/strain/k-1020	https://norcca.scrol.net/species/porphyridium-purpureum
K-1021	Porphyridium aerugineum	Rhodophyta	Rhodellophyceae	Brackish	https://norcca.scrol.net/strain/k-1021	https://norcca.scrol.net/species/porphyridium-aerugineum
K-1025	Acrosiphonia sonderi	Chlorophyta	Ulvophyceae	Marine, Rock pool	https://norcca.scrol.net/strain/k-1025	https://norcca.scrol.net/species/acrosiphonia-sonderi
K-1026	Pylaiella littoralis	Ochrophyta	Phaeophyceae	Brackish/Marine	https://norcca.scrol.net/strain/k-1026	https://norcca.scrol.net/species/pylaiella-littoralis
K-1027	Cryptomonas sp.	Cryptophyta	Cryptophyceae	Freshwater	https://norcca.scrol.net/strain/k-1027	https://norcca.scrol.net/species/cryptomonas-sp
K-1028	Draparnaldia sp.	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/k-1028	https://norcca.scrol.net/species/draparnaldia-sp
K-1029	Cryptomonas sp.	Cryptophyta	Cryptophyceae	Freshwater	https://norcca.scrol.net/strain/k-1029	https://norcca.scrol.net/species/cryptomonas-sp
K-1030	Stigeoclonium sp.	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/k-1030	https://norcca.scrol.net/species/stigeoclonium-sp
K-1031	Stigeoclonium sp.	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/k-1031	https://norcca.scrol.net/species/stigeoclonium-sp
K-1032	Stigeoclonium sp.	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/k-1032	https://norcca.scrol.net/species/stigeoclonium-sp
K-1033	Pediastrum sp.	Chlorophyta	Chlorophyceae	Freshwater	https://norcca.scrol.net/strain/k-1033	https://norcca.scrol.net/species/pediastrum-sp
K-1035	Staurastrum hexacerum	Charophyta	Zygnematophyceae	Freshwater	https://norcca.scrol.net/strain/k-1035	https://norcca.scrol.net/species/staurastrum-hexacerum
K-1041	Ditylum brightwellii	Bacillariophyta	Mediophyceae	Marine	https://norcca.scrol.net/strain/k-1041	https://norcca.scrol.net/species/ditylum-brightwellii
K-1044	Tovellia coronata	Myzozoa	Dinophyceae	Freshwater	https://norcca.scrol.net/strain/k-1044	https://norcca.scrol.net/species/tovellia-coronata
K-1046	Scrippsiella sp.	Myzozoa	Dinophyceae	Marine	https://norcca.scrol.net/strain/k-1046	https://norcca.scrol.net/species/scrippsiella-sp
K-1048	Coscinodiscus granii	Bacillariophyta	Coscinodiscophyceae	Marine	https://norcca.scrol.net/strain/k-1048	https://norcca.scrol.net/species/coscinodiscus-granii
K-1055	Vaucheria dillwynii	Ochrophyta	Xanthophyceae	Freshwater?	https://norcca.scrol.net/strain/k-1055	https://norcca.scrol.net/species/vaucheria-dillwynii
K-1056	Vaucheria dillwynii	Ochrophyta	Xanthophyceae	Freshwater?	https://norcca.scrol.net/strain/k-1056	https://norcca.scrol.net/species/vaucheria-dillwynii
K-1058	Unident. cyanophyte sp.	Cyanophyta	Cyanophyceae	Marine	https://norcca.scrol.net/strain/k-1058	https://norcca.scrol.net/species/unident-cyanophyte-sp
K-1062	Bangia atropurpurea	Rhodophyta	Bangiophyceae	Marine	https://norcca.scrol.net/strain/k-1062	https://norcca.scrol.net/species/bangia-atropurpurea
K-1064	Ectocarpus siliculosus	Ochrophyta	Phaeophyceae	Marine	https://norcca.scrol.net/strain/k-1064	https://norcca.scrol.net/species/ectocarpus-siliculosus
K-1065	Pylaiella littoralis	Ochrophyta	Phaeophyceae	Marine	https://norcca.scrol.net/strain/k-1065	https://norcca.scrol.net/species/pylaiella-littoralis
K-1066	Ulothrix sp.	Chlorophyta	Ulvophyceae	Marine	https://norcca.scrol.net/strain/k-1066	https://norcca.scrol.net/species/ulothrix-sp
K-1067	Levanderina fissa	Myzozoa	Dinophyceae	Marine	https://norcca.scrol.net/strain/k-1067	https://norcca.scrol.net/species/levanderina-fissa
K-1068	Symbiodinium sp.	Myzozoa	Dinophyceae	Marine	https://norcca.scrol.net/strain/k-1068	https://norcca.scrol.net/species/symbiodinium-sp
