Sökterm	Matchstatus	Taxon id	Status	Vetenskapligt namn	Auktor	Svenskt namn	Kategori	Svensk förekomst	Guid	Synonymer	Rike	Fylum	Klass	Ordning	Familj	Släkte	Art
Tetraedron arthrodesmiforme	Exakt	257513	Accepterat	Tetraëdron arthrodesmiforme	(West) Wolosz.		Art	Osäkert om påträffad	urn:lsid: dyntaxa.se:Taxon: 257513	"Tetraëdron trigonum var. arthrodesmiforme G.S. West;Tetraedron trigonum var. arthrodesmiforme G.S. West"	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Hydrodictyaceae	Tetraëdron	
Chara denudata	Exakt	235062	Accepterat	Chara denudata	A.Braun	näcksträfse	Art	Ej påträffad	urn:lsid: dyntaxa.se:Taxon: 235062		Plantae		Charophyceae	Charales	Characeae	Chara	
Mallomonas vannigera	Exakt	237120	Accepterat	Mallomonas vannigera	Asmund		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237120		Chromista	Gyrista	Synurophyceae	Synurales	Mallomonadaceae	Mallomonas	
Mallomonas actinoloma	Exakt	237094	Accepterat	Mallomonas actinoloma	Takahashi in Asmund & Takahashi		Art	Osäkert om påträffad	urn:lsid: dyntaxa.se:Taxon: 237094		Chromista	Gyrista	Synurophyceae	Synurales	Mallomonadaceae	Mallomonas	
Mallomonas zellensis	Exakt	237121	Accepterat	Mallomonas zellensis	Fott		Art	Osäkert om påträffad	urn:lsid: dyntaxa.se:Taxon: 237121		Chromista	Gyrista	Synurophyceae	Synurales	Mallomonadaceae	Mallomonas	
Mallomonas scrobiculata	Exakt	237115	Accepterat	Mallomonas scrobiculata	Nicholls		Art	Osäkert om påträffad	urn:lsid: dyntaxa.se:Taxon: 237115		Chromista	Gyrista	Synurophyceae	Synurales	Mallomonadaceae	Mallomonas	
Mallomonas schwemmlei	Exakt	237113	Accepterat	Mallomonas schwemmlei	Glenk em. Glenk & Fott		Art	Osäkert om påträffad	urn:lsid: dyntaxa.se:Taxon: 237113		Chromista	Gyrista	Synurophyceae	Synurales	Mallomonadaceae	Mallomonas	
Mallomonas torquata	Exakt	237118	Accepterat	Mallomonas torquata	Asmund & Cronberg, 1979		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237118		Chromista	Gyrista	Synurophyceae	Synurales	Mallomonadaceae	Mallomonas	
Mallomonas globosa	Exakt	257860	Accepterat	Mallomonas globosa			Art	Osäkert om påträffad	urn:lsid: dyntaxa.se:Taxon: 257860		Chromista	Gyrista	Synurophyceae	Synurales	Mallomonadaceae	Mallomonas	
Spiniferomonas takahashii	Exakt	237091	Accepterat	Chromophysomonas takahashii	(K.H.Nicholls) Preisig & Hibberd		Art	Osäkert om påträffad	urn:lsid: dyntaxa.se:Taxon: 237091	Spiniferomonas takahashii Nicholls, 1981	Chromista	Gyrista	Synurophyceae	Synurales	Synuraceae	Chromophysomonas	
Aulacomonas hyalina	Exakt	257541	Accepterat	Aulacomonas hyalina	Skuja		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 257541		Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Dunaliellaceae	Aulacomonas	
Chlamydocapsa bacillus	Exakt	257530	Accepterat	Chlamydocapsa bacillus	(Teiling) Fott		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 257530	Gloeocystis bacillus Teiling	Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Palmellopsidaceae	Chlamydocapsa	
Quadricoccus ellipticus	Exakt	238866	Accepterat	Quadricoccus ellipticus	Hortob., 1973		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 238866		Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Oocystaceae	Quadricoccus	
Enallax costatus	Exakt	238814	Accepterat	Enallax costatus	(Schmidle) Pascher		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 238814	Scenedesmus costatus Schmidle	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Enallax	
Scenedesmus sooi	Exakt	257488	Accepterat	Scenedesmus sooi	Hortob.		Art	Osäkert om påträffad	urn:lsid: dyntaxa.se:Taxon: 257488		Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Scenedesmus	
Bulbochaete megastoma	Exakt	259531	Accepterat	Bulbochaete megastoma	Wittr. & P. Lundell		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 259531		Plantae	Chlorophyta	Chlorophyceae	Oedogoniales	Oedogoniaceae	Bulbochaete	
Bulbochaete pyrulum	Exakt	259540	Accepterat	Bulbochaete pyrulum	P. Lundell ex Hirn		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 259540		Plantae	Chlorophyta	Chlorophyceae	Oedogoniales	Oedogoniaceae	Bulbochaete	
Mougeotia bicalyptrata	Exakt	262208	Accepterat	Mougeotia bicalyptrata	Wittr.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262208		Plantae		Conjugatophyceae	Zygnematales	Zygnemataceae	Mougeotia	
Planktothrix isothrix	Exakt	263726	Accepterat	Planktothrix isothrix	(Skuja) Komárek & Komárk.-Legn.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 263726	"Planktothrix mougeotii (Bory ex Gomont) Anagn. & Komárek;Oscillatoria agardhii var. isothrix Skuja"	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Microcoleaceae	Planktothrix	
Chara strigosa	Exakt	333	Accepterat	Chara strigosa	A.Braun	skäggsträfse	Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 333		Plantae		Charophyceae	Charales	Characeae	Chara	
Cymbella excisa	Exakt	6006461	Accepterat	Cymbella excisa	Kütz.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 6006461		Chromista	Gyrista	Bacillariophyceae	Cymbellales	Cymbellaceae	Cymbella	
Rusalka fusiformis	Exakt	257549	Accepterat	Rusalka fusiformis	(Matv.) T. Nakada		Art	Osäkert om påträffad	urn:lsid: dyntaxa.se:Taxon: 257549	"Chlorogonium fusiforme Matv.;Chlorogonium metamorphum Skuja"	Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Haematococcaceae	Rusalka	
Navicula escambia	Exakt	262361	Accepterat	Navicula escambia	(R.M.Patrick) Metzeltin & Lange-Bert.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262361	Navicula schroeteri F.Meister var. escambia R.M.Patrick	Chromista	Gyrista	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	
Tetrachlorella ornata	Exakt	238873	Accepterat	Tetrachlorella ornata	Korshikov, 1953		Art	Osäkert om påträffad	urn:lsid: dyntaxa.se:Taxon: 238873		Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Oocystaceae	Tetrachlorella	
Pinnularia obscuriformis	Exakt	263105	Accepterat	Pinnularia obscuriformis	Krammer		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 263105		Chromista	Gyrista	Bacillariophyceae	Naviculales	Pinnulariaceae	Pinnularia	
Pinnularia decrescens	Exakt	263145	Accepterat	Pinnularia decrescens	(Grunow) Krammer		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 263145		Chromista	Gyrista	Bacillariophyceae	Naviculales	Pinnulariaceae	Pinnularia	
Pinnularia tirolensis	Exakt	263065	Accepterat	Pinnularia tirolensis	(Metzeltin & Krammer) Krammer		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 263065	Pinnularia subgibba Krammer var. tirolensis Metzeltin & Krammer	Chromista	Gyrista	Bacillariophyceae	Naviculales	Pinnulariaceae	Pinnularia	
Pinnularia septentrionalis	Exakt	263093	Accepterat	Pinnularia septentrionalis	Krammer		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 263093		Chromista	Gyrista	Bacillariophyceae	Naviculales	Pinnulariaceae	Pinnularia	
Pinnularia pisciculus	Exakt	263102	Accepterat	Pinnularia pisciculus	Ehrenb.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 263102		Chromista	Gyrista	Bacillariophyceae	Naviculales	Pinnulariaceae	Pinnularia	
Pinnularia undula	Exakt	6006466	Accepterat	Pinnularia undula	(Schum.) Krammer		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 6006466	Navicula undula Schum.	Chromista	Gyrista	Bacillariophyceae	Naviculales	Pinnulariaceae	Pinnularia	
Gymnodinium corollarium	Exakt	263256	Accepterat	Gymnodinium corollarium	A.M.Sundström, Kremp & Daugbjerg		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 263256		Chromista	Miozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	
Cymbopleura naviculiformis	Exakt	237850	Accepterat	Cymbopleura naviculiformis	(Auersw. ex Heib.) Krammer		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237850	Cymbella naviculiformis Auersw. ex Heib.	Chromista	Gyrista	Bacillariophyceae	Cymbellales	Cymbellaceae	Cymbopleura	
Palatinus apiculatus	Exakt	6012344	Accepterat	Palatinus apiculatus	(Ehrenb.) Craveiro & al.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 6012344	Glenodinium apiculatum Ehrenb.	Chromista	Miozoa	Dinophyceae	Thoracosphaerales	Glenodiniaceae	Palatinus	
Pinnularia crucifera	Exakt	263147	Accepterat	Pinnularia crucifera	Cleve-Euler		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 263147		Chromista	Gyrista	Bacillariophyceae	Naviculales	Pinnulariaceae	Pinnularia	
Pinnularia esoxiformis	Exakt	263135	Accepterat	Pinnularia esoxiformis	Fusey		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 263135		Chromista	Gyrista	Bacillariophyceae	Naviculales	Pinnulariaceae	Pinnularia	
Navicula longicephala	Exakt	262345	Accepterat	Navicula longicephala	Hust.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262345		Chromista	Gyrista	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	
Conticribra weissflogii	Exakt	237290	Accepterat	Conticribra weissflogii	(Grunow) K. Stachura-Suchoples & D.M.Williams		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237290	"Micropodiscus weissflogii Grunow;Thalassiosira weissflogii (Grunow) G.A.Fryxell & Hasle;Eupodiscus weissflogii (Grunow) De Toni"	Chromista	Gyrista	Mediophyceae	Thalassiosirales	Thallassiosiraceae	Conticribra	
Navicula neomundana	Exakt	262913	Accepterat	Navicula neomundana	(Lange-Bert. & Rumrich) Lange-Bert., Jarlman & Van de Vijver		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262913	Navicula viridulacalcis ssp. neomundana Lange-Bert. & Rumrich	Chromista	Gyrista	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	
Navicula vandamii	Exakt	262905	Accepterat	Navicula vandamii	Schoeman & Archibald		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262905		Chromista	Gyrista	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	
Achnanthidium rosenstockii	Exakt	237786	Accepterat	Achnanthidium rosenstockii	(Lange-Bert.) Lange-Bert.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237786	"Psammothidium rosenstockii (Lange-Bert.) Lange-Bert.;Achnanthes rosenstockii Lange-Bert.;Psammothidium abundans f. rosenstockii (Lange-Bert.) Bukht."	Chromista	Gyrista	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Achnanthidium	
Cymbopleura subaequalis	Exakt	262513	Accepterat	Cymbopleura subaequalis	(Grunow) Krammer		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262513	Cymbella subaequalis Grunow	Chromista	Gyrista	Bacillariophyceae	Cymbellales	Cymbellaceae	Cymbopleura	
Encyonopsis descripta	Exakt	262573	Accepterat	Encyonopsis descripta	(Hust.) Krammer		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262573	"Cymbella descripta (Hust.) Krammer & Lange-Bert.;Navicula descripta Hust."	Chromista	Gyrista	Bacillariophyceae	Cymbellales	Cymbellaceae	Encyonopsis	
Frustulia quadrisinuata	Exakt	262702	Accepterat	Frustulia quadrisinuata	Lange-Bert.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262702		Chromista	Gyrista	Bacillariophyceae	Naviculales	Amphipleuraceae	Frustulia	
Chloroidium saccharophilum	Exakt	262147	Accepterat	Chloroidium saccharophilum	(W.Krüger) Darienko & al.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262147	"Chlorella saccharophila (W.Krüger) Mig.;Chlorothecium saccharophilum W.Krüger;Chlorella marina Butcher;Chlorella ovalis Butcher"	Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Oocystaceae	Chloroidium	
Chloroidium ellipsoideum	Exakt	262144	Accepterat	Chloroidium ellipsoideum	(Gerneck) Darienko & al.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262144	Chlorella ellipsoidea Gerneck	Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Oocystaceae	Chloroidium	
Cymbopleura lata	Exakt	262355	Accepterat	Cymbopleura lata	(Grunow ex Cleve) Krammer		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262355	Cymbella lata Grunow ex Cleve	Chromista	Gyrista	Bacillariophyceae	Cymbellales	Cymbellaceae	Cymbopleura	
Pectinodesmus pectinatus	Exakt	238821	Accepterat	Pectinodesmus pectinatus	(Meyen) E.Hegewald, M.Wolf, Al.Keller, Friedl & Krienitz		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 238821	Scenedesmus pectinatus Meyen	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Scenedesmaceae	Pectinodesmus	
Parallela transversalis	Exakt	262155	Accepterat	Flintia transversalis	(Brébisson) Molinari & Guiry		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262155	"Radiofilum irregulare (Wille) Brunnth.;Ulothrix irregularis Wille;Parallela transversale (T.A.Chr.) Novis, M.Lorenz, Broady & E.A.Flint;Parallela transversalis (Bréb.) Novis, M.Lorenz, Broady & E.A.Flint;Hormospora transversalis Bréb. 1844"	Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Sphaeropleaceae	Flintia	
Cymbopleura rhomboidea	Exakt	262512	Accepterat	Cymbopleura rhomboidea	Krammer		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262512		Chromista	Gyrista	Bacillariophyceae	Cymbellales	Cymbellaceae	Cymbopleura	
Cymbopleura sublanceolata	Exakt	262515	Accepterat	Cymbopleura sublanceolata	Krammer		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262515		Chromista	Gyrista	Bacillariophyceae	Cymbellales	Cymbellaceae	Cymbopleura	
Cymbopleura hybrida	Exakt	262353	Accepterat	Cymbopleura hybrida	(Grunow ex Cleve) Krammer		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262353	Cymbella hybrida Grunow ex Cleve	Chromista	Gyrista	Bacillariophyceae	Cymbellales	Cymbellaceae	Cymbopleura	
Cymbopleura frequens	Exakt	262505	Accepterat	Cymbopleura frequens	Krammer		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262505		Chromista	Gyrista	Bacillariophyceae	Cymbellales	Cymbellaceae	Cymbopleura	
Cymbopleura incerta	Exakt	262508	Accepterat	Cymbopleura incerta	(Grunow) Krammer		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262508	Cymbella incerta s.lat. (Grunow) Cleve	Chromista	Gyrista	Bacillariophyceae	Cymbellales	Cymbellaceae	Cymbopleura	
Cymbopleura incertiformis	Exakt	6006462	Accepterat	Cymbopleura incertiformis	Krammer		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 6006462		Chromista	Gyrista	Bacillariophyceae	Cymbellales	Cymbellaceae	Cymbopleura	
Staurastrum petsamoense	Exakt	263331	Accepterat	Staurastrum petsamoënse	(Boldt) Järnfelt		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 263331	Staurastrum petsamoense (Boldt) Järnfelt	Plantae		Conjugatophyceae	Desmidiales	Desmidiaceae	Staurastrum	
Spondylosium lundellii	Exakt	262242	Accepterat	Spondylosium lundellii	Borge		Art	Osäkert om påträffad	urn:lsid: dyntaxa.se:Taxon: 262242		Plantae		Conjugatophyceae	Desmidiales	Desmidiaceae	Spondylosium	
Halamphora coffeiformis	Exakt	237922	Accepterat	Halamphora coffeiformis	(C.Agardh) Mereschk.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 237922	"Frustulia coffeiformis C.Agardh;Amphora coffeiformis (C.Agardh) Kütz.;Amphora coffeiformis var. coffeiformis ;Amphora coffaeiformis (C.Agardh) Kütz."	Chromista	Gyrista	Bacillariophyceae	Thalassiophysales	Catenulaceae	Halamphora	
Chara filiformis	Exakt	327	Accepterat	Chara filiformis	Hertzsch	trådsträfse	Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 327		Plantae		Charophyceae	Charales	Characeae	Chara	
Sphaceloderma caespitulum	Exakt	232739	Accepterat	Sphaceloderma caespitulum	(Lyngb.) Draisma & al.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 232739	"Sphaceloderma helgolandicum Kuck.;Sphacelaria caespitula Lyngb.;Sphacelaria helgolandica (Kuck.) Waern"	Chromista	Gyrista	Phaeophyceae	Sphacelariales	Sphacelodermaceae	Sphaceloderma	
Protohalopteris radicans	Exakt	232745	Accepterat	Protohalopteris radicans	(Dillwyn) Draisma, Prud'homme & H.Kawai	stentofs	Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 232745	"Conferva radicans Dillwyn;stentofsing ;Sphacelaria radicans (Dillwyn) Harv.;Sphacelaria olivacea (Dillwyn) Grev."	Chromista	Gyrista	Phaeophyceae	Sphacelariales	Stypocaulaceae	Protohalopteris	
Sphacelorbus nanus	Exakt	232741	Accepterat	Sphacelorbus nanus	(Nägeli ex Kütz.) Draisma, Prud'homme & H.Kawai	dvärgtofs	Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 232741	"Sphacelaria olivacea Pringsh.;Sphacelaria nana Nägeli ex Kütz.;Sphacelaria britannica Sauv.;Sphacelaria saxatilis (Kuck.) Sauv."	Chromista	Gyrista	Phaeophyceae	Sphacelariales	Sphacelariaceae	Sphacelorbus	
Battersia arctica	Exakt	232738	Accepterat	Battersia arctica	(Harv.) Draisma, Prud'homme & H.Kawai	ishavstofs	Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 232738	"ishavstofsing ;Sphacelaria atra ;Sphacelaria clevei Grunow"	Chromista	Gyrista	Phaeophyceae	Sphacelariales	Sphacelariaceae	Battersia	
Battersia plumigera	Exakt	232742	Accepterat	Battersia plumigera	(Holmes ex Hauck) Draisma, Prud'homme & H.Kawai	smal fjädertofs	Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 232742	skotsk brunfjäder 	Chromista	Gyrista	Phaeophyceae	Sphacelariales	Sphacelariaceae	Battersia	
Sphaerospermopsis aphanizomenoides	Exakt	263637	Accepterat	Sphaerospermopsis aphanizomenoides	(Forti) Zapomelová, Jezberová, Hrouzek, Hisem, Reháková & Komárková		Art	Ej påträffad	urn:lsid: dyntaxa.se:Taxon: 263637	"Anabaena aphanizomenoides Forti;Aphanizomenon aphanizomenoides (Forti) Horecká & Komárek;Sphaerospermum aphanizomenoides (Forti) Zapomelová, Jezberová, Hrouzek, Hisem, Ehaková & Komark.-Legn.;Sphaerospermopsis aphanizomenoides (Forti) Zapomelová, Jezberová, Hrouzek, Hisem, Reháková & Komárk.-Legn."	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Aphanizomenonaceae	Sphaerospermopsis	
Navicula antonioides	Exakt	262357	Accepterat	Navicula antonioides	Van de Vijver, Jarlman & Lange-Bert.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262357		Chromista	Gyrista	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	
Navicula ireneae	Exakt	262360	Accepterat	Navicula ireneae	Van de Vijver, Jarlman & Lange-Bert.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262360		Chromista	Gyrista	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	
Navicula scaniae	Exakt	262359	Accepterat	Navicula scaniae	Van de Vijver, Jarlman & Lange-Bert.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262359		Chromista	Gyrista	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	
Navicula ceciliae	Exakt	262362	Accepterat	Navicula ceciliae	Van de Vijver, Jarlman & Lange-Bert.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262362		Chromista	Gyrista	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	
Navicula suecicarum	Exakt	262358	Accepterat	Navicula suecicarum	Van de Vijver, Jarlman & Lange-Bert.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262358		Chromista	Gyrista	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	
Chamaepinnularia witkowskii	Exakt	262935	Accepterat	Chamaepinnularia witkowskii	(Lange-Bert. & Metzeltin) Kulikovskiy & Lange-Bert.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262935	Naviculadicta witkowskii Lange-Bert. & Metzeltin	Chromista	Gyrista	Bacillariophyceae	Naviculales	Naviculales, genera incertae sedis	Chamaepinnularia	
Lepocinclis acus	Exakt	238594	Accepterat	Lepocinclis acus	(O.F.Müll.) B.Marin & Melkonian		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 238594	"Euglena acus Ehrenb.;Euglena acus (O.F.Müll.) Ehrenb.;Vibrio acus O.F.Müll.;Euglena acus var. angularis L.P. Johnson 1944"	Protozoa	Euglenophyta	Euglenophyceae	Euglenales	Phacaceae	Lepocinclis	
Lepocinclis oxyuris	Exakt	238599	Accepterat	Lepocinclis oxyuris	(Schmarda) B.Marin & Melkonian		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 238599	Euglena oxyuris Schmarda	Protozoa	Euglenophyta	Euglenophyceae	Euglenales	Phacaceae	Lepocinclis	
Lepocinclis tripteris	Exakt	238602	Accepterat	Lepocinclis tripteris	(Dujard.) B.Marin & Melkonian		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 238602	"Euglena tripteris (Dujard.) Diesing;Phacus tripteris Dujard."	Protozoa	Euglenophyta	Euglenophyceae	Euglenales	Phacaceae	Lepocinclis	
Macrospermum volzii	Exakt	257669	Accepterat	Macrospermum volzii	(Lemmerm.) Komárek		Art	Ej påträffad	urn:lsid: dyntaxa.se:Taxon: 257669	"Aphanizomenon volzii (Lemmerm.) Komárek;Anabaena volzii Lemmerm."	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Macrospermum	
Pseudostaurosira elliptica	Exakt	262856	Accepterat	Pseudostaurosira elliptica	(Schum.) Edlund, E.Morales & S.Spauld.		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262856	"Fragilaria elliptica Schum.;Staurosira elliptica (Schum.) D.M.Williams & Round"	Chromista	Gyrista	Bacillariophyceae	Fragilariales	Staurosiraceae	Pseudostaurosira	
Pseudostaurosira subsalina	Exakt	262852	Accepterat	Pseudostaurosira subsalina	(Hust.) E.Morales		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 262852	"Fragilaria construens var. subsalina Hust.;Staurosira construens f. subsalina (Hust.) Bukht.;Staurosira construens var. subsalina (Hust.) N.A.Andresen, Stoermer, & Kreis;Staurosira construens var. subsalina (Hust.) E.Y.Haw. & M.G.Kelly"	Chromista	Gyrista	Bacillariophyceae	Fragilariales	Staurosiraceae	Pseudostaurosira	
Mychonastes anomalus	Exakt	257057	Accepterat	Mychonastes anomalus	(Korshikov) Krienitz, C.Bock, Dadheech & Pröschold		Art	Bofast och reproducerande	urn:lsid: dyntaxa.se:Taxon: 257057	Dictyosphaerium anomalum Korshikov	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Mychonastaceae	Mychonastes	
Mychonastes botrytella	Exakt	257058	Accepterat	Mychonastes botrytella	(Komárek & Perman) Krienitz, C.Bock, Dadheech & Pröschold		Art	Osäkert om påträffad	urn:lsid: dyntaxa.se:Taxon: 257058	"Dictyosphaerium botrytella Komárek & Perman;Dictyosphaerium botryella Komárek & Perman"	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Mychonastaceae	Mychonastes	
Mychonastes jurisii	Exakt	238837	Accepterat	Mychonastes jurisii	(Hindák) Krienitz, C.Bock, P.K. Dadheech & Proschold		Art	Osäkert om påträffad	urn:lsid: dyntaxa.se:Taxon: 238837	"Dactylosphaerium jurisii Hindák;Mychonastes jurisii (Hindák) Krienitz & al."	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Mychonastaceae	Mychonastes	
