scientific_name	authority	rank	aphia_id	url	parent_name	parent_id	status	valid_aphia_id	valid_name	valid_authority	kingdom	phylum	class	order	family	genus	classification
Leptolyngbya calotrichoides	(Gomont) Anagnostidis & Komárek, 1988	Species	611376	https://www.marinespecies.org/aphia.php?p=taxdetails&id=611376	Leptolyngbya	146994	accepted	611376	Leptolyngbya calotrichoides	(Gomont) Anagnostidis & Komárek, 1988	Bacteria	Cyanobacteria	Cyanophyceae	Leptolyngbyales	Leptolyngbyaceae	Leptolyngbya	[Superdomain] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae - [Order] Leptolyngbyales - [Family] Leptolyngbyaceae - [Genus] Leptolyngbya - [Species] Leptolyngbya calotrichoides
Leptolyngbya norvegica	(Gomont) Anagnostidis & Komárek, 1988	Species	611378	https://www.marinespecies.org/aphia.php?p=taxdetails&id=611378	Leptolyngbya	146994	accepted	611378	Leptolyngbya norvegica	(Gomont) Anagnostidis & Komárek, 1988	Bacteria	Cyanobacteria	Cyanophyceae	Leptolyngbyales	Leptolyngbyaceae	Leptolyngbya	[Superdomain] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae - [Order] Leptolyngbyales - [Family] Leptolyngbyaceae - [Genus] Leptolyngbya - [Species] Leptolyngbya norvegica
Leptolyngbya notata	(Schmidle) Anagnostidis & Komárek, 1988	Species	611379	https://www.marinespecies.org/aphia.php?p=taxdetails&id=611379	Leptolyngbya	146994	accepted	611379	Leptolyngbya notata	(Schmidle) Anagnostidis & Komárek, 1988	Bacteria	Cyanobacteria	Cyanophyceae	Leptolyngbyales	Leptolyngbyaceae	Leptolyngbya	[Superdomain] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae - [Order] Leptolyngbyales - [Family] Leptolyngbyaceae - [Genus] Leptolyngbya - [Species] Leptolyngbya notata
Hassallia byssoidea	Hassall ex Bornet & Flahault, 1886	Species	611381	https://www.marinespecies.org/aphia.php?p=taxdetails&id=611381	Hassallia	601073	accepted	611381	Hassallia byssoidea	Hassall ex Bornet & Flahault, 1886	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Tolypothrichaceae	Hassallia	[Superdomain] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae - [Subclass] Nostocophycidae - [Order] Nostocales - [Family] Tolypothrichaceae - [Genus] Hassallia - [Species] Hassallia byssoidea
Gomphonema productum	(Grunow) Lange-Bertalot & Reichardt, 1993	Species	611389	https://www.marinespecies.org/aphia.php?p=taxdetails&id=611389	Gomphonema	149553	unassessed	611389	Gomphonema productum	(Grunow) Lange-Bertalot & Reichardt, 1993	Chromista	Bacillariophyta	Bacillariophyceae	Cymbellales	Gomphonemataceae	Gomphonema	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Cymbellales - [Family] Gomphonemataceae - [Genus] Gomphonema - [Species] Gomphonema productum
Gomphonema sagitta	Schumann, 1863	Species	611390	https://www.marinespecies.org/aphia.php?p=taxdetails&id=611390	Gomphonema	149553	unassessed	611390	Gomphonema sagitta	Schumann, 1863	Chromista	Bacillariophyta	Bacillariophyceae	Cymbellales	Gomphonemataceae	Gomphonema	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Cymbellales - [Family] Gomphonemataceae - [Genus] Gomphonema - [Species] Gomphonema sagitta
Nitzschia radicula	Hustedt, 1942	Species	611396	https://www.marinespecies.org/aphia.php?p=taxdetails&id=611396	Nitzschia	149045	accepted	611396	Nitzschia radicula	Hustedt, 1942	Chromista	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Bacillariales - [Family] Bacillariaceae - [Genus] Nitzschia - [Species] Nitzschia radicula
Achnanthes punctulata	Simonsen, 1959	Species	611410	https://www.marinespecies.org/aphia.php?p=taxdetails&id=611410	Achnanthes	149191	unassessed	611410	Achnanthes punctulata	Simonsen, 1959	Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Achnanthales - [Family] Achnanthaceae - [Genus] Achnanthes - [Species] Achnanthes punctulata
Achnanthes impexa	Lange-Bertalot, 1989	Species	611520	https://www.marinespecies.org/aphia.php?p=taxdetails&id=611520	Achnanthes	149191	unassessed	611520	Achnanthes impexa	Lange-Bertalot, 1989	Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Achnanthales - [Family] Achnanthaceae - [Genus] Achnanthes - [Species] Achnanthes impexa
Achnanthes rupestoides	Hohn, 1961	Species	611528	https://www.marinespecies.org/aphia.php?p=taxdetails&id=611528	Achnanthes	149191	unassessed	611528	Achnanthes rupestoides	Hohn, 1961	Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Achnanthales - [Family] Achnanthaceae - [Genus] Achnanthes - [Species] Achnanthes rupestoides
Achnanthes ziegleri	Lange-Bert., 1993	Species	611530	https://www.marinespecies.org/aphia.php?p=taxdetails&id=611530	Achnanthes	149191	unassessed				Chromista	Bacillariophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Achnanthales - [Family] Achnanthaceae - [Genus] Achnanthes - [Species] Achnanthes ziegleri
Brachysira neoexilis	Lange-Bertalot, 1994	Species	611558	https://www.marinespecies.org/aphia.php?p=taxdetails&id=611558	Brachysira	157067	unassessed	611558	Brachysira neoexilis	Lange-Bertalot, 1994	Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Brachysiraceae	Brachysira	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Naviculales - [Suborder] Neidiineae - [Family] Brachysiraceae - [Genus] Brachysira - [Species] Brachysira neoexilis
Brachysira procera	Lange-Bertalot & Gerd Moser, 1994	Species	611559	https://www.marinespecies.org/aphia.php?p=taxdetails&id=611559	Brachysira	157067	unassessed	611559	Brachysira procera	Lange-Bertalot & Gerd Moser, 1994	Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Brachysiraceae	Brachysira	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Naviculales - [Suborder] Neidiineae - [Family] Brachysiraceae - [Genus] Brachysira - [Species] Brachysira procera
Brachysira garrensis	(Lange-Bertalot & Krammer) Lange-Bertalot, 1994	Species	611560	https://www.marinespecies.org/aphia.php?p=taxdetails&id=611560	Brachysira	157067	unassessed	611546	Anomoeoneis garrensis	Lange-Bertalot & Krammer, 1985	Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Brachysiraceae	Brachysira	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Naviculales - [Suborder] Neidiineae - [Family] Brachysiraceae - [Genus] Brachysira - [Species] Brachysira garrensis
Eunotia genuflexa	Norpel-Schempp, 1996	Species	611625	https://www.marinespecies.org/aphia.php?p=taxdetails&id=611625	Eunotia	149402	unassessed	611625	Eunotia genuflexa	Norpel-Schempp, 1996	Chromista	Bacillariophyta	Bacillariophyceae	Eunotiales	Eunotiaceae	Eunotia	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Eunotiophycanae - [Order] Eunotiales - [Family] Eunotiaceae - [Genus] Eunotia - [Species] Eunotia genuflexa
Encyonema auerswaldii	Rabenhorst, 1853	Species	611626	https://www.marinespecies.org/aphia.php?p=taxdetails&id=611626	Encyonema	149541	unassessed	611626	Encyonema auerswaldii	Rabenhorst, 1853	Chromista	Bacillariophyta	Bacillariophyceae	Cymbellales	Cymbellaceae	Encyonema	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Cymbellales - [Family] Cymbellaceae - [Genus] Encyonema - [Species] Encyonema auerswaldii
Fragilaria nanoides	Lange-Bertalot, 1996	Species	611635	https://www.marinespecies.org/aphia.php?p=taxdetails&id=611635	Fragilaria	149028	unassessed	611635	Fragilaria nanoides	Lange-Bertalot, 1996	Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Fragilariophycidae - [Superorder] Fragilariophycanae - [Order] Fragilariales - [Family] Fragilariaceae - [Genus] Fragilaria - [Species] Fragilaria nanoides
Fragilaria spinarum	L-B & Metzeltin, 1996	Species	611637	https://www.marinespecies.org/aphia.php?p=taxdetails&id=611637	Fragilaria	149028	unassessed	611637	Fragilaria spinarum	L-B & Metzeltin, 1996	Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Fragilariophycidae - [Superorder] Fragilariophycanae - [Order] Fragilariales - [Family] Fragilariaceae - [Genus] Fragilaria - [Species] Fragilaria spinarum
Fragilaria acidoclinata	Lange-Bertalot & G.Hofmann, 1993	Species	611638	https://www.marinespecies.org/aphia.php?p=taxdetails&id=611638	Fragilaria	149028	unassessed	611638	Fragilaria acidoclinata	Lange-Bertalot & G.Hofmann, 1993	Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Fragilariophycidae - [Superorder] Fragilariophycanae - [Order] Fragilariales - [Family] Fragilariaceae - [Genus] Fragilaria - [Species] Fragilaria acidoclinata
Gomphonema bavaricum	Reichardt & Lange-Bertalot, 1991	Species	611656	https://www.marinespecies.org/aphia.php?p=taxdetails&id=611656	Gomphonema	149553	unassessed	611656	Gomphonema bavaricum	Reichardt & Lange-Bertalot, 1991	Chromista	Bacillariophyta	Bacillariophyceae	Cymbellales	Gomphonemataceae	Gomphonema	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Cymbellales - [Family] Gomphonemataceae - [Genus] Gomphonema - [Species] Gomphonema bavaricum
Gomphonema minusculum	Krasske	Species	611658	https://www.marinespecies.org/aphia.php?p=taxdetails&id=611658	Gomphonema	149553	accepted	611658	Gomphonema minusculum	Krasske	Chromista	Bacillariophyta	Bacillariophyceae	Cymbellales	Gomphonemataceae	Gomphonema	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Cymbellales - [Family] Gomphonemataceae - [Genus] Gomphonema - [Species] Gomphonema minusculum
Navicula exilis	Kützing, 1844	Species	611687	https://www.marinespecies.org/aphia.php?p=taxdetails&id=611687	Navicula	149142	accepted	611687	Navicula exilis	Kützing, 1844	Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Naviculales - [Family] Naviculaceae - [Genus] Navicula - [Species] Navicula exilis
Navicula subalpina	Reichardt, 1988	Species	611774	https://www.marinespecies.org/aphia.php?p=taxdetails&id=611774	Navicula	149142	unassessed	611774	Navicula subalpina	Reichardt, 1988	Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Naviculales - [Family] Naviculaceae - [Genus] Navicula - [Species] Navicula subalpina
Navicula lundii	Reichardt, 1985	Species	611775	https://www.marinespecies.org/aphia.php?p=taxdetails&id=611775	Navicula	149142	unassessed	611775	Navicula lundii	Reichardt, 1985	Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Naviculales - [Family] Naviculaceae - [Genus] Navicula - [Species] Navicula lundii
Navicula aquaedurae	Lange-Bertalot, 1993	Species	611776	https://www.marinespecies.org/aphia.php?p=taxdetails&id=611776	Navicula	149142	unassessed	611776	Navicula aquaedurae	Lange-Bertalot, 1993	Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Naviculales - [Family] Naviculaceae - [Genus] Navicula - [Species] Navicula aquaedurae
Navicula wildii	Lange-Bertalot, 1993	Species	611778	https://www.marinespecies.org/aphia.php?p=taxdetails&id=611778	Navicula	149142	unassessed	611778	Navicula wildii	Lange-Bertalot, 1993	Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Naviculales - [Family] Naviculaceae - [Genus] Navicula - [Species] Navicula wildii
Naviculadicta elorantana	Lange-Bertalot, 1996	Species	611782	https://www.marinespecies.org/aphia.php?p=taxdetails&id=611782	Naviculadicta	601099	unassessed	611782	Naviculadicta elorantana	Lange-Bertalot, 1996	Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Naviculaceae	Naviculadicta	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Naviculales - [Family] Naviculaceae - [Genus] Naviculadicta - [Species] Naviculadicta elorantana
Naviculadicta multiconfusa	Lange-Bertalot, 1996	Species	611783	https://www.marinespecies.org/aphia.php?p=taxdetails&id=611783	Naviculadicta	601099	unassessed	611783	Naviculadicta multiconfusa	Lange-Bertalot, 1996	Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Naviculaceae	Naviculadicta	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Naviculales - [Family] Naviculaceae - [Genus] Naviculadicta - [Species] Naviculadicta multiconfusa
Nitzschia harderi	Hustedt, 1948	Species	611801	https://www.marinespecies.org/aphia.php?p=taxdetails&id=611801	Nitzschia	149045	unassessed	611801	Nitzschia harderi	Hustedt, 1948	Chromista	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Bacillariales - [Family] Bacillariaceae - [Genus] Nitzschia - [Species] Nitzschia harderi
Nitzschia subcapitellata	Hustedt, 1939	Species	611813	https://www.marinespecies.org/aphia.php?p=taxdetails&id=611813	Nitzschia	149045	unassessed	611813	Nitzschia subcapitellata	Hustedt, 1939	Chromista	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Bacillariales - [Family] Bacillariaceae - [Genus] Nitzschia - [Species] Nitzschia subcapitellata
Nitzschia subtilioides	Hustedt, 1959	Species	611816	https://www.marinespecies.org/aphia.php?p=taxdetails&id=611816	Nitzschia	149045	unassessed	611816	Nitzschia subtilioides	Hustedt, 1959	Chromista	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Bacillariales - [Family] Bacillariaceae - [Genus] Nitzschia - [Species] Nitzschia subtilioides
Stauroneis neohyalina	LB nov.stat., 1996	Species	611876	https://www.marinespecies.org/aphia.php?p=taxdetails&id=611876	Stauroneis	149077	unassessed	611876	Stauroneis neohyalina	LB nov.stat., 1996	Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Stauroneidaceae	Stauroneis	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Naviculales - [Family] Stauroneidaceae - [Genus] Stauroneis - [Species] Stauroneis neohyalina
Stauroforma exiguiformis	(Lange-Bertalot) R.J.Flower, V.J.Jones & F.E.Round, 1996	Species	611881	https://www.marinespecies.org/aphia.php?p=taxdetails&id=611881	Stauroforma	601104	unassessed	612704	Fragilaria exiguiformis	Lange-Bertalot, 1993	Chromista	Bacillariophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Stauroforma	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Fragilariophycidae - [Superorder] Fragilariophycanae - [Order] Fragilariales - [Family] Fragilariaceae - [Genus] Stauroforma - [Species] Stauroforma exiguiformis
Adlafia aquaeductae	(Krasske) Gerd Moser, Lange-Bertalot & D.Metzeltin, 1998	Species	612046	https://www.marinespecies.org/aphia.php?p=taxdetails&id=612046	Adlafia	601327	accepted	612046	Adlafia aquaeductae	(Krasske) Gerd Moser, Lange-Bertalot & D.Metzeltin, 1998	Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Naviculaceae	Adlafia	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Naviculales - [Family] Naviculaceae - [Genus] Adlafia - [Species] Adlafia aquaeductae
Adlafia bryophila	(J.B.Petersen) Gerd Moser, Lange-Bertalot & D.Metzeltin, 1998	Species	612047	https://www.marinespecies.org/aphia.php?p=taxdetails&id=612047	Adlafia	601327	accepted	612047	Adlafia bryophila	(J.B.Petersen) Gerd Moser, Lange-Bertalot & D.Metzeltin, 1998	Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Naviculaceae	Adlafia	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Naviculales - [Family] Naviculaceae - [Genus] Adlafia - [Species] Adlafia bryophila
Adlafia minuscula	(Grunow) Lange-Bertalot, 1999	Species	612050	https://www.marinespecies.org/aphia.php?p=taxdetails&id=612050	Adlafia	601327	accepted	612050	Adlafia minuscula	(Grunow) Lange-Bertalot, 1999	Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Naviculaceae	Adlafia	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Naviculales - [Family] Naviculaceae - [Genus] Adlafia - [Species] Adlafia minuscula
Adlafia parabryophila	(Lange-Bertalot) Gerd Moser, Lange-Bertalot & D.Metzeltin, 1998	Species	612052	https://www.marinespecies.org/aphia.php?p=taxdetails&id=612052	Adlafia	601327	accepted	612052	Adlafia parabryophila	(Lange-Bertalot) Gerd Moser, Lange-Bertalot & D.Metzeltin, 1998	Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Naviculaceae	Adlafia	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Naviculales - [Family] Naviculaceae - [Genus] Adlafia - [Species] Adlafia parabryophila
Adlafia suchlandtii	(Hustedt) Lange-Bertalot, 1998	Species	612053	https://www.marinespecies.org/aphia.php?p=taxdetails&id=612053	Adlafia	601327	accepted	612053	Adlafia suchlandtii	(Hustedt) Lange-Bertalot, 1998	Chromista	Bacillariophyta	Bacillariophyceae	Naviculales	Naviculaceae	Adlafia	[Superdomain] Biota - [Kingdom] Chromista - [Phylum] Bacillariophyta - [Subphylum] Bacillariophytina - [Class] Bacillariophyceae - [Subclass] Bacillariophycidae - [Superorder] Bacillariophycanae - [Order] Naviculales - [Family] Naviculaceae - [Genus] Adlafia - [Species] Adlafia suchlandtii
Aphanizomenon flexuosum	Komárek & Kovácik, 1989	Species	612084	https://www.marinespecies.org/aphia.php?p=taxdetails&id=612084	Aphanizomenon	160567	accepted	612084	Aphanizomenon flexuosum	Komárek & Kovácik, 1989	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Aphanizomenonaceae	Aphanizomenon	[Superdomain] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae - [Subclass] Nostocophycidae - [Order] Nostocales - [Family] Aphanizomenonaceae - [Genus] Aphanizomenon - [Species] Aphanizomenon flexuosum
Aphanothece floccosa	(Zalessky) Cronberg & Komárek, 1994	Species	612088	https://www.marinespecies.org/aphia.php?p=taxdetails&id=612088	Aphanothece	146715	accepted	612088	Aphanothece floccosa	(Zalessky) Cronberg & Komárek, 1994	Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Microcystaceae	Aphanothece	[Superdomain] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae - [Subclass] Oscillatoriophycidae - [Order] Chroococcales - [Family] Microcystaceae - [Genus] Aphanothece - [Species] Aphanothece floccosa
Auxenochlorella protothecoides	(Krüger) Kalina & Puncochárová, 1987	Species	612111	https://www.marinespecies.org/aphia.php?p=taxdetails&id=612111	Auxenochlorella	601384	accepted	612111	Auxenochlorella protothecoides	(Krüger) Kalina & Puncochárová, 1987	Plantae	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Auxenochlorella	[Superdomain] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Phylum (Division)] Chlorophyta - [Subphylum (Subdivision)] Chlorophytina - [Class] Trebouxiophyceae - [Order] Chlorellales - [Family] Chlorellaceae - [Genus] Auxenochlorella - [Species] Auxenochlorella protothecoides
Botryococcus neglectus	(West & G.S.West) J.Komárek & P.Marvan, 1992	Species	612160	https://www.marinespecies.org/aphia.php?p=taxdetails&id=612160	Botryococcus	248103	accepted	612160	Botryococcus neglectus	(West & G.S.West) J.Komárek & P.Marvan, 1992	Plantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Botryococcaceae	Botryococcus	[Superdomain] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Phylum (Division)] Chlorophyta - [Subphylum (Subdivision)] Chlorophytina - [Class] Trebouxiophyceae - [Order] Trebouxiales - [Family] Botryococcaceae - [Genus] Botryococcus - [Species] Botryococcus neglectus
Botryococcus terribilis	Komárek & Marvan, 1992	Species	612162	https://www.marinespecies.org/aphia.php?p=taxdetails&id=612162	Botryococcus	248103	accepted	612162	Botryococcus terribilis	Komárek & Marvan, 1992	Plantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Botryococcaceae	Botryococcus	[Superdomain] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Phylum (Division)] Chlorophyta - [Subphylum (Subdivision)] Chlorophytina - [Class] Trebouxiophyceae - [Order] Trebouxiales - [Family] Botryococcaceae - [Genus] Botryococcus - [Species] Botryococcus terribilis
Chrysochromulina ahrengotii	M.Ø.Jensen & Ø.Moestrup, 1999	Species	612313	https://www.marinespecies.org/aphia.php?p=taxdetails&id=612313	Chrysochromulina	115090	accepted	612313	Chrysochromulina ahrengotii	M.Ø.Jensen & Ø.Moestrup, 1999	Chromista	Haptophyta	Coccolithophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Hacrobia - [Phylum] Haptophyta - [Subphylum] Haptophytina - [Class] Coccolithophyceae - [Subclass] Prymnesiophycidae - [Order] Prymnesiales - [Family] Chrysochromulinaceae - [Genus] Chrysochromulina - [Species] Chrysochromulina ahrengotii
Chrysochromulina pyramidosa	H.A.Thomsen, 1977	Species	612316	https://www.marinespecies.org/aphia.php?p=taxdetails&id=612316	Chrysochromulina	115090	accepted	612316	Chrysochromulina pyramidosa	H.A.Thomsen, 1977	Chromista	Haptophyta	Coccolithophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	[Superdomain] Biota - [Kingdom] Chromista - [Subkingdom] Hacrobia - [Phylum] Haptophyta - [Subphylum] Haptophytina - [Class] Coccolithophyceae - [Subclass] Prymnesiophycidae - [Order] Prymnesiales - [Family] Chrysochromulinaceae - [Genus] Chrysochromulina - [Species] Chrysochromulina pyramidosa
